Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1937,H,0.767236628511142,1,0.0865719712079777,1,0.7646892605078557,20,1,1,H,C.H,H,NA,H,H,TRUE
1938,H,1.2242077894329,1,0.0649001157584229,2,1.2250030084664751,27,1,1,H,C.H,H,NA,H,H,TRUE
1939,H,1.10326565432084,1,0.0887547323257189,3,1.0990881767712173,29,1,1,H,C.H,H,NA,H,H,TRUE
1940,H,1.24917105688249,1,0.077451893489623,4,1.2333258864687786,29,1,1,H,C.H,H,NA,H,H,TRUE
1941,H,1.03569618348231,1,0.0522878132600169,5,1.0300756835010114,29,1,1,H,C.H,H,NA,H,H,TRUE
1942,H,1.01468221957733,1,0.0305750360287776,6,1.025588197441621,30,1,1,H,C.H,H,NA,H,H,TRUE
1943,D,0.228468481778327,0.832319835934719,0.0226180360774253,7,0.2514474433934667,30,2,2,D,C.D,D,0.736533055290148,D,D,TRUE
1943,H,0.965001537068475,0.167680164065281,0.0226180360774253,7,0.2514474433934667,30,2,2,H,C.H,H,NA,H,D,FALSE
1944,H,0.75756433109478,1,0.0970719067523538,8,0.7570094651091853,30,1,1,H,C.H,H,NA,H,H,TRUE
1945,D,1.1119617854167,0.944269190541875,0.10293292432193,9,1.1468557525665295,36,2,2,D,C.D,D,1.3337792686589598,D,H,FALSE
1945,H,2.44574105407566,0.0557308094581253,0.10293292432193,9,1.1468557525665295,36,2,2,H,C.H,H,NA,H,H,TRUE
1946,H,0.903256179670809,1,0.116749697388301,10,0.9077120528508267,38,1,1,H,C.H,H,NA,H,H,TRUE
1947,H,1.06365641994874,1,0.169997858986282,11,1.0357255894855815,43,1,1,H,C.H,H,NA,H,H,TRUE
1948,D,0.706507888961759,0.306470587270743,0.0131592898476523,12,1.2400028243764858,43,3,3,D,C.D,D,0.599565977002181,D,D,TRUE
1948,H,1.30607386596394,0.424181705651924,0.0131592898476523,12,1.2400028243764858,43,3,3,H,C.H,H,0.41286796381129,H,H,TRUE
1948,R,1.71894182977523,0.269347707077333,0.0131592898476523,12,1.2400028243764858,43,3,3,R,C.R,R,NA,R,H,FALSE
1949,H,0.982119825871147,1,0.0635565129109963,13,0.9673540001856451,44,1,1,H,C.H,H,NA,H,H,TRUE
1950,H,1.09789880289467,1,0.0652740856869326,14,1.1022919274659866,49,1,1,H,C.H,H,NA,H,H,TRUE
1951,H,0.94219202941998,1,0.111147500816351,15,0.9320545097866106,49,1,1,H,C.H,H,NA,H,H,TRUE
