Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1952,H,1.24897446872045,1,0.210596955774434,16,1.2547930158228422,51,1,1,H,C.H,H,NA,H,H,TRUE
1953,D,0.662965873793196,0.176622859393365,0.0172173942943462,17,1.070570436582785,51,2,2,D,C.D,D,0.470720394153894,D,D,TRUE
1953,H,1.13368626794709,0.823377140606635,0.0172173942943462,17,1.070570436582785,51,2,2,H,C.H,H,NA,H,H,TRUE
1954,H,1.10124907500293,1,0.0694497049217791,18,1.099172707736524,52,1,1,H,C.H,H,NA,H,H,TRUE
1955,H,0.874710724182242,1,0.105925530896853,19,0.8799252310356966,52,1,1,H,C.H,H,NA,H,H,TRUE
1956,H,0.895553869085205,1,0.0638915142230086,20,0.9041795610705249,53,1,1,H,C.H,H,NA,H,H,TRUE
1957,D,0.437524896965926,0.650632989856587,0.0377943035528773,21,0.6536605823508606,53,2,2,D,C.D,D,0.840692786262194,D,D,TRUE
1957,H,1.27821768322812,0.349367010143412,0.0377943035528773,21,0.6536605823508606,53,2,2,H,C.H,H,NA,H,H,TRUE
1958,D,0.273789659600513,0.588917862003936,0.0339766392749556,22,0.49532012631782596,55,2,2,D,C.D,D,0.577343465502473,D,D,TRUE
1958,H,0.851133125102986,0.411082137996064,0.0339766392749556,22,0.49532012631782596,55,2,2,H,C.H,H,NA,H,D,FALSE
1959,D,0.347348576157305,0.518516976626956,0.0335725982182688,23,0.7135061127691444,62,2,2,D,C.D,D,0.774260818502065,D,D,TRUE
1959,H,1.12160939465937,0.481483023373044,0.0335725982182688,23,0.7135061127691444,62,2,2,H,C.H,H,NA,H,H,TRUE
1960,H,0.898923016502594,1,0.152724817060128,24,0.8997897032462134,63,1,1,H,C.H,H,NA,H,H,TRUE
1961,H,1.23289469497523,1,0.0937447230183075,25,1.225498854809944,66,1,1,H,C.H,H,NA,H,H,TRUE
1962,H,1.13349869512682,1,0.0511101669848028,26,1.1398691011784743,66,1,1,H,C.H,H,NA,H,H,TRUE
1963,D,0.609916806665428,0.23007823952815,0.0175225546621904,27,0.9039071690142368,66,2,2,D,C.D,D,0.36710031074125093,D,D,TRUE
1963,H,0.977017117406679,0.769921760471849,0.0175225546621904,27,0.9039071690142368,66,2,2,H,C.H,H,NA,H,H,TRUE
1964,H,1.13803193023921,1,0.0638165294439963,28,1.1432405908266827,66,1,1,H,C.H,H,NA,H,H,TRUE
1965,H,1.07130845727815,1,0.14463250036743,29,1.0554891972273972,66,1,1,H,C.H,H,NA,H,H,TRUE
1966,H,0.905102981635992,1,0.0744794918636246,30,0.8931924746461227,66,1,1,H,C.H,H,NA,H,H,TRUE
1967,H,1.05684293832997,1,0.0863808888045525,31,1.059212016005708,66,1,1,H,C.H,H,NA,H,H,TRUE
1968,H,0.748342747106043,1,0.0659514722725883,32,0.7494849453557373,66,1,1,H,C.H,H,NA,H,H,TRUE
1969,H,0.670699576555227,1,0.0448386096097949,33,0.6692654320757945,66,1,1,H,C.H,H,NA,H,H,TRUE
1970,H,1.06748926957664,1,0.0553145547074544,34,1.0657899010543466,66,1,1,H,C.H,H,NA,H,H,TRUE
1971,H,1.01873121351856,1,0.0844715903680293,35,1.0242479017514154,67,1,1,H,C.H,H,NA,H,H,TRUE
1972,H,1.1809519649052,1,0.0444295017926667,36,1.1804057552795688,67,1,1,H,C.H,H,NA,H,H,TRUE
1973,D,1.13414697440471,0.984686113765921,0.0626498388122653,37,1.1347780848460487,68,2,2,D,C.D,D,1.3161030846675599,D,H,FALSE
1973,H,2.45025005907227,0.0153138862340791,0.0626498388122653,37,1.1347780848460487,68,2,2,H,C.H,H,NA,H,H,TRUE
1974,D,0.49565012408608,0.152271894917155,0.0286288272840739,38,0.9906708824734206,68,2,2,D,C.D,D,0.55657599336761,D,D,TRUE
1974,H,1.05222611745369,0.847728105082845,0.0286288272840739,38,0.9906708824734206,68,2,2,H,C.H,H,NA,H,H,TRUE
1975,D,0.975041388556818,0.595908731684976,0.016746917624721,39,1.1388777629823224,68,2,2,D,C.D,D,0.41431613138108203,D,H,FALSE
1975,H,1.3893575199379,0.404091268315024,0.016746917624721,39,1.1388777629823224,68,2,2,H,C.H,H,NA,H,H,TRUE
1976,H,1.04792328880828,1,0.0573975427180943,40,1.0412154914999419,68,1,1,H,C.H,H,NA,H,H,TRUE
1977,D,1.26117906832063,0.9852935836666,0.050844471795214403,41,1.2536228953406239,68,2,2,D,C.D,D,1.57281686384754,D,H,FALSE
1977,H,2.83399593216817,0.0147064163334001,0.050844471795214403,41,1.2536228953406239,68,2,2,H,C.H,H,NA,H,H,TRUE
1978,H,1.39071665512299,1,0.118214882733458,42,1.3828770970841255,68,1,1,H,C.H,H,NA,H,H,TRUE
1979,H,0.901438741235148,1,0.0464960253684507,43,0.8987548218677429,68,1,1,H,C.H,H,NA,H,H,TRUE
1980,D,0.96354849085491,0.11550412157463,0.0207449196057933,44,0.4694239008519767,68,2,2,H,C.H,H,NA,H,D,FALSE
1980,H,0.436392238117671,0.88449587842537,0.0207449196057933,44,0.4694239008519767,68,2,2,D,C.D,D,0.527156252737239,D,H,FALSE
1981,D,0.641161442238232,0.667907893073576,0.0340092948493019,45,0.7951382863050885,68,2,2,D,C.D,D,0.5046271980954881,D,D,TRUE
1981,H,1.14578864033372,0.332092106926423,0.0340092948493019,45,0.7951382863050885,68,2,2,H,C.H,H,NA,H,H,TRUE
1982,H,0.91849148332886,1,0.0589350469565339,46,0.9055011393637971,68,1,1,H,C.H,H,NA,H,H,TRUE
1983,H,1.07601985414854,1,0.0712438060492352,47,1.0698692568445307,68,1,1,H,C.H,H,NA,H,H,TRUE
1984,D,0.595840719154891,0.231250123266413,0.0205264684477964,48,0.9665432392257974,68,2,2,D,C.D,D,0.449321117879529,D,D,TRUE
1984,H,1.04516183703442,0.768749876733587,0.0205264684477964,48,0.9665432392257974,68,2,2,H,C.H,H,NA,H,H,TRUE
1985,H,1.06642058721282,1,0.100848723974419,49,1.069650637697198,68,1,1,H,C.H,H,NA,H,H,TRUE
1986,H,1.11800885420376,1,0.0618183172620511,50,1.1131479111137368,68,1,1,H,C.H,H,NA,H,H,TRUE
1987,H,0.967466414492845,1,0.111910385264692,51,0.956964985063753,68,1,1,H,C.H,H,NA,H,H,TRUE
1988,H,1.21507562060045,1,0.0605457597041631,52,1.2148608601351798,68,1,1,H,C.H,H,NA,H,H,TRUE
1989,D,1.09152411333256,0.934929900308845,0.0458835687214711,53,1.122847264247989,68,2,2,D,C.D,D,0.72228527392535,D,H,FALSE
1989,H,1.81380938725791,0.0650700996911553,0.0458835687214711,53,1.122847264247989,68,2,2,H,C.H,H,NA,H,H,TRUE
1990,H,1.08415228562427,1,0.0546584737266773,54,1.0871550571631932,68,1,1,H,C.H,H,NA,H,H,TRUE
1991,H,1.10092801017934,1,0.0903311686538607,55,1.0977682757951566,68,1,1,H,C.H,H,NA,H,H,TRUE
1992,H,0.825250591878931,1,0.0370544659265076,56,0.8244853783122107,68,1,1,H,C.H,H,NA,H,H,TRUE
1993,H,1.06185985095421,1,0.0652329255860863,57,1.0588492041981745,68,1,1,H,C.H,H,NA,H,H,TRUE
1994,D,0.822492220952397,0.868413922715985,0.0850397504965281,58,0.8966658922927757,68,2,2,D,C.D,D,0.957396451245113,D,H,FALSE
1994,H,1.77988867219751,0.131586077284015,0.0850397504965281,58,0.8966658922927757,68,2,2,H,C.H,H,NA,H,H,TRUE
1995,H,0.79805391373393,1,0.0603307125341227,59,0.8022989378351607,68,1,1,H,C.H,H,NA,H,H,TRUE
1996,H,0.780192857191823,1,0.0395688593836497,60,0.7773583120470261,68,1,1,H,C.H,H,NA,H,H,TRUE
1997,H,1.03303441271196,1,0.108446892834437,61,1.0280720547993059,68,1,1,H,C.H,H,NA,H,H,TRUE
1998,H,1.04112137598485,1,0.1472469918293,62,1.029617795856429,68,1,1,H,C.H,H,NA,H,H,TRUE
1999,D,0.763550652718409,0.955154566165709,0.0390264940952726,63,0.7707429361718219,68,2,2,D,C.D,D,0.6883229701344808,D,H,FALSE
1999,H,1.45187362285289,0.044845433834291,0.0390264940952726,63,0.7707429361718219,68,2,2,H,C.H,H,NA,H,H,TRUE
2000,H,0.9913033284825286,0.4926470588226885,0.127776728891023,64,0.9817182638821247,68,3,3,D,C.D,D,3.0245687926899745e-4,H,H,TRUE
2000,H,0.9913033284825286,0.4926470588226885,0.127776728891023,64,0.9817182638821247,68,3,3,H,C.H,H,3.3335959307142065,H,H,TRUE
2000,R,4.32505048763637,0.0147058823546228,0.127776728891023,64,0.9817182638821247,68,3,3,R,C.R,R,NA,R,R,TRUE
2001,H,1.39548197911718,1,0.175004018388478,65,1.3831258800440862,66,1,1,H,C.H,H,NA,H,H,TRUE
2002,H,1.039704379906825,0.4921875,0.176223462147299,66,1.0314334904460427,64,3,3,D,C.D,D,1.6699974736411605e-12,H,H,TRUE
2002,H,1.039704379906825,0.4921875,0.176223462147299,66,1.0314334904460427,64,3,3,H,C.H,H,8.15614067437618,H,H,TRUE
2002,R,9.19584505428384,0.015625,0.176223462147299,66,1.0314334904460427,64,3,3,R,C.R,R,NA,R,R,TRUE
2003,D,0.672435183021467,0.758087932163008,0.11594817437161,67,0.8595726613639669,63,2,2,D,C.D,D,0.844208477592393,D,H,FALSE
2003,H,1.51664366061386,0.241912067836992,0.11594817437161,67,0.8595726613639669,63,2,2,H,C.H,H,NA,H,H,TRUE
2004,H,0.8423475773867,1,0.150981491599333,68,0.8245932228107291,61,1,1,H,C.H,H,NA,H,H,TRUE
2005,H,0.985193058222222,1,0.101445187587695,69,0.985141747304011,61,1,1,H,C.H,H,NA,H,H,TRUE
2006,D,1.04162564100581,0.899860732798236,0.0937775982037404,70,1.099858758047539,61,2,2,D,C.D,D,0.9612710654215602,D,H,FALSE
2006,H,2.00289670642737,0.100139267201764,0.0937775982037404,70,1.099858758047539,61,2,2,H,C.H,H,NA,H,H,TRUE
2007,D,0.61530975114173,0.966127425714693,0.0922495543252778,71,0.6156678376714775,59,2,2,D,C.D,D,2.20322553279729,D,H,FALSE
2007,H,2.81853528393902,0.0338725742853066,0.0922495543252778,71,0.6156678376714775,59,2,2,H,C.H,H,NA,H,H,TRUE
2008,D,0.462718934442373,0.598132396277053,0.0487803881611825,72,0.792499250363351,52,2,2,D,C.D,D,0.853183914370357,D,D,TRUE
2008,H,1.31590284881273,0.401867603722947,0.0487803881611825,72,0.792499250363351,52,2,2,H,C.H,H,NA,H,H,TRUE
2009,H,1.25861377624315,1,0.403853729819433,73,1.2548405197966022,44,1,1,H,C.H,H,NA,H,H,TRUE
2010,H,1.29930391400575,0.97617370159680406,0.212537025234717,74,1.3152199012267318,42,2,2,D,C.D,D,2.4590921735077798,D,H,FALSE
2010,R,3.75839608751353,0.0238262984031967,0.212537025234717,74,1.3152199012267318,42,2,2,H,C.H,H,NA,H,R,FALSE
