Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1980,H,1.17029674975581,0.9375,0.0506570123252173,1,1.1712025174226834,16,2,2,D,C.D,D,3.2562794169405898,D,H,FALSE
1980,R,4.4265761666964,0.0625,0.0506570123252173,1,1.1712025174226834,16,2,2,H,C.H,H,NA,H,R,FALSE
1981,H,1.14282635997619,1,0.0319440934063582,2,1.14205976631608,16,1,1,H,C.H,H,NA,H,H,TRUE
1982,H,1.07807068151545,1,0.0982543929705824,3,1.096154489249952,16,1,1,H,C.H,H,NA,H,H,TRUE
1983,D,0.51880351187872,0.812673779204517,0.020935088484856,4,0.5968731864772168,16,2,2,D,C.D,D,0.79062906082799,D,H,FALSE
1983,H,1.30943257270671,0.187326220795483,0.020935088484856,4,0.5968731864772168,16,2,2,H,C.H,H,NA,H,H,TRUE
1984,D,0.499306946679799,0.699797691144604,0.0364247609964418,5,0.6352600434037188,20,2,2,D,C.D,D,1.074108125215331,D,D,TRUE
1984,H,1.57341507189513,0.300202308855396,0.0364247609964418,5,0.6352600434037188,20,2,2,H,C.H,H,NA,H,H,TRUE
1985,H,0.967877409558731,1,0.182156304744292,6,0.9417158410755989,24,1,1,H,C.H,H,NA,H,H,TRUE
1986,H,0.93440546746622,1,0.0837593572392278,7,0.9224486162145783,28,1,1,H,C.H,H,NA,H,H,TRUE
1987,D,0.815751261910448,0.964285714285714,0.0219995035092299,8,0.8160157009087053,28,2,2,D,C.D,D,1.5408875829113917,D,H,FALSE
1987,H,2.35663884482184,0.0357142857142857,0.0219995035092299,8,0.8160157009087053,28,2,2,H,C.H,H,NA,H,H,TRUE
1988,D,0.744515198889124,0.963486652874768,0.0391480066675741,9,0.7469452014706522,28,2,2,D,C.D,D,1.0008366828501059,D,H,FALSE
1988,H,1.74535188173923,0.0365133471252323,0.0391480066675741,9,0.7469452014706522,28,2,2,H,C.H,H,NA,H,H,TRUE
1989,D,0.931824430846514,0.970477009495621,0.050608923613275,10,0.9268948181220783,34,2,2,D,C.D,D,1.1722170609992462,D,H,FALSE
1989,H,2.10404149184576,0.0295229905043788,0.050608923613275,10,0.9268948181220783,34,2,2,H,C.H,H,NA,H,H,TRUE
1990,H,0.873461598810311,1,0.0815944100646448,11,0.8683327928293141,34,1,1,H,C.H,H,NA,H,H,TRUE
1991,H,0.989975613536861,1,0.0767623383375823,12,0.9903912777791357,36,1,1,H,C.H,H,NA,H,H,TRUE
1992,H,0.982235009566572,1,0.0809810833217282,13,0.9888711352157481,36,1,1,H,C.H,H,NA,H,H,TRUE
1993,H,0.998700603967696,1,0.0912051519410494,14,1.0159608583183313,38,1,1,H,C.H,H,NA,H,H,TRUE
1994,H,1.11156361550394,1,0.0718145283882908,15,1.1083777885115293,38,1,1,H,C.H,H,NA,H,H,TRUE
1995,H,1.0747036818379,1,0.0508126289537117,16,1.0699735242429995,38,1,1,H,C.H,H,NA,H,H,TRUE
1996,H,1.05370137763829,1,0.0453292700794968,17,1.0443837755646885,38,1,1,H,C.H,H,NA,H,H,TRUE
1997,H,0.985171974476527,1,0.0307813226290082,18,0.976595759456536,38,1,1,H,C.H,H,NA,H,H,TRUE
1998,D,1.01719369571084,0.973512456586788,0.0174912590664146,19,1.0140615400295356,38,2,2,D,C.D,D,0.69579538247726,D,H,FALSE
1998,H,1.7129890781881,0.0264875434132121,0.0174912590664146,19,1.0140615400295356,38,2,2,H,C.H,H,NA,H,H,TRUE
1999,D,0.395514065289139,0.0534026825187205,0.0195838992373891,20,1.0784338360453645,38,3,3,D,C.D,D,0.6720119289680709,D,D,TRUE
1999,H,1.06752599425721,0.867408272459528,0.0195838992373891,20,1.0784338360453645,38,3,3,H,C.H,H,0.72018230957357,H,H,TRUE
1999,R,1.78770830383078,0.0791890450217512,0.0195838992373891,20,1.0784338360453645,38,3,3,R,C.R,R,NA,R,H,FALSE
2000,H,0.914768450838995,1,0.0319597861350706,21,0.8989398751822664,38,1,1,H,C.H,H,NA,H,H,TRUE
2001,H,0.947672303420332,1,0.0233296662102702,22,0.9434648244455929,38,1,1,H,C.H,H,NA,H,H,TRUE
2002,H,1.0996908616747,1,0.0291394498434058,23,1.0978182787689532,38,1,1,H,C.H,H,NA,H,H,TRUE
2003,H,0.877593386455811,1,0.0192968523360215,24,0.8733036350680616,38,1,1,H,C.H,H,NA,H,H,TRUE
2004,H,1.19523526076875,1,0.0282413827106317,25,1.1891303990327782,38,1,1,H,C.H,H,NA,H,H,TRUE
2005,H,0.841898832587802,1,0.0193623688142038,26,0.8434800322666475,38,1,1,H,C.H,H,NA,H,H,TRUE
2006,H,1.05066307038234,1,0.0219106980183323,27,1.0515636895093086,38,1,1,H,C.H,H,NA,H,H,TRUE
2007,H,0.96475677701203,1,0.0106319479214541,28,0.9650249238207821,36,1,1,H,C.H,H,NA,H,H,TRUE
2008,H,0.949944193079893,1,0.00993429357142774,29,0.9519926013003251,36,1,1,H,C.H,H,NA,H,H,TRUE
2009,D,0.982032278381445,0.786640269353162,0.00912532612801869,30,1.0402805748759285,36,2,2,D,C.D,D,0.328775619877405,D,H,FALSE
2009,H,1.31080789825885,0.213359730646838,0.00912532612801869,30,1.0402805748759285,36,2,2,H,C.H,H,NA,H,H,TRUE
2010,H,0.920029578574548,1,0.0167628468350845,31,0.9232653180486873,34,1,1,H,C.H,H,NA,H,H,TRUE
