Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1961,D,1.01717223593196,0.95445387879743,0.0379899307612048,30,1.0352188594671081,100,2,2,D,C.D,D,0.6663697002569902,D,H,FALSE
1961,H,1.68354193618895,0.0455461212025706,0.0379899307612048,30,1.0352188594671081,100,2,2,H,C.H,H,NA,H,H,TRUE
1962,H,1.05589162327434,1,0.0454528601606878,31,1.0539453750689947,101,1,1,H,C.H,H,NA,H,H,TRUE
1963,H,1.14093679850708,1,0.0878196992686342,32,1.1300659127769606,101,1,1,H,C.H,H,NA,H,H,TRUE
1964,H,1.03848077613205,0.4951455671320615,0.048156669346525,33,1.0450838662387285,103,3,3,D,C.D,D,1.0115005148003675e-4,H,H,TRUE
1964,H,1.03848077613205,0.4951455671320615,0.048156669346525,33,1.0450838662387285,103,3,3,H,C.H,H,1.56001061654588,H,H,TRUE
1964,R,2.59854196770367,0.00970886573587722,0.048156669346525,33,1.0450838662387285,103,3,3,R,C.R,R,NA,R,R,TRUE
1965,D,0.964207178521393,0.976222149610226,0.0354466612890324,34,0.9655364460674319,104,2,2,D,C.D,D,0.8078170461311469,D,H,FALSE
1965,H,1.77202422465254,0.0237778503897733,0.0354466612890324,34,0.9655364460674319,104,2,2,H,C.H,H,NA,H,H,TRUE
1966,H,0.935753074742502,1,0.066166726207522,35,0.9290489505699493,104,1,1,H,C.H,H,NA,H,H,TRUE
1967,D,0.446170937016278,0.304052640301005,0.040709330007938,36,0.8600925646043347,104,2,2,D,C.D,D,0.5751438220082719,D,D,TRUE
1967,H,1.02131475902455,0.695947359698995,0.040709330007938,36,0.8600925646043347,104,2,2,H,C.H,H,NA,H,H,TRUE
1968,H,1.03951417682059,1,0.163832933568069,37,1.0253416165617752,104,1,1,H,C.H,H,NA,H,H,TRUE
1969,H,1.08828786669796,1,0.0994479377211554,38,1.103270685523618,104,1,1,H,C.H,H,NA,H,H,TRUE
1970,H,0.972343308761143,1,0.0629351975596939,39,0.9757865189407,105,1,1,H,C.H,H,NA,H,H,TRUE
1971,H,0.880887071658128,1,0.0719210753525986,40,0.8771379632079361,105,1,1,H,C.H,H,NA,H,H,TRUE
1972,H,0.87580086269300494,1,0.103792426200808,41,0.8896510562586357,105,1,1,H,C.H,H,NA,H,H,TRUE
1973,H,0.782864435878297,1,0.0882689417574394,42,0.7731201260983369,105,1,1,H,C.H,H,NA,H,H,TRUE
1974,H,0.952907314804638,1,0.0884114654257118,43,0.952059638660602,105,1,1,H,C.H,H,NA,H,H,TRUE
1975,D,0.148472405068084,0.150083290211251,0.00247200524546471,44,0.9317801777241412,105,2,2,D,C.D,D,0.9120744700753759,D,D,TRUE
1975,H,1.06054687514346,0.849916709788749,0.00247200524546471,44,0.9317801777241412,105,2,2,H,C.H,H,NA,H,H,TRUE
1976,D,0.461054715173164,0.327478271912077,0.00910593833998612,45,0.7405904804675636,105,2,2,D,C.D,D,0.43649732942405906,D,D,TRUE
1976,H,0.897552044597223,0.672521728087923,0.00910593833998612,45,0.7405904804675636,105,2,2,H,C.H,H,NA,H,H,TRUE
1977,D,0.22273499351658,0.109039568130106,0.00415312332696578,46,0.9739626063351935,105,2,2,D,C.D,D,0.8427154415943899,D,D,TRUE
1977,H,1.06545043511097,0.890960431869894,0.00415312332696578,46,0.9739626063351935,105,2,2,H,C.H,H,NA,H,H,TRUE
1978,H,0.987496162687628,1,0.112611038733062,47,0.9945665584286655,105,1,1,H,C.H,H,NA,H,H,TRUE
1979,D,0.340188444055334,0.568206200826595,0.0348093893141316,48,0.6237831769118021,105,2,2,D,C.D,D,0.6754738117422261,D,D,TRUE
1979,H,1.01566225579756,0.431793799173405,0.0348093893141316,48,0.6237831769118021,105,2,2,H,C.H,H,NA,H,H,TRUE
1980,D,0.582867867964095,0.940153287318987,0.0726376412514716,49,0.6160215482871908,105,2,2,D,C.D,D,0.818554198228065,D,H,FALSE
1980,H,1.40142206619216,0.059846712681013,0.0726376412514716,49,0.6160215482871908,105,2,2,H,C.H,H,NA,H,H,TRUE
1981,H,0.687792552513824,1,0.110273104901958,50,0.679300610732972,105,1,1,H,C.H,H,NA,H,H,TRUE
1982,D,0.660535352574822,0.8978613776177,0.0387425177920683,51,0.7044063856313915,105,2,2,D,C.D,D,0.7247423148394779,D,H,FALSE
1982,H,1.3852776674143,0.1021386223823,0.0387425177920683,51,0.7044063856313915,105,2,2,H,C.H,H,NA,H,H,TRUE
1983,H,0.73645992289944,1,0.0672655200163742,52,0.7216582222908067,105,1,1,H,C.H,H,NA,H,H,TRUE
1984,H,0.929315281474213,0.978054455733549,0.109567182527684,53,0.9292113283468911,105,2,2,D,C.D,D,1.500144785218677,D,H,FALSE
1984,R,2.42946006669289,0.0219455442664509,0.109567182527684,53,0.9292113283468911,105,2,2,H,C.H,H,NA,H,R,FALSE
1985,H,1.2273308883831,1,0.188685389270061,54,1.213634496661618,105,1,1,H,C.H,H,NA,H,H,TRUE
1986,H,1.41554558408014,1,0.176051605040374,55,1.4152286186470981,105,1,1,H,C.H,H,NA,H,H,TRUE
1987,H,1.28410889368317,1,0.177827714518652,56,1.277310864015762,105,1,1,H,C.H,H,NA,H,H,TRUE
1988,H,1.43630692529731,1,0.173329219837203,57,1.4222111887748092,105,1,1,H,C.H,H,NA,H,H,TRUE
1989,H,1.33975516578514,1,0.160941787994195,58,1.3326904963373845,105,1,1,H,C.H,H,NA,H,H,TRUE
1990,H,1.06875071973827,1,0.17080727996286,59,1.0665373838623948,105,1,1,H,C.H,H,NA,H,H,TRUE
1991,H,1.09282571631674,1,0.2253981049736,60,1.0739200262599877,105,1,1,H,C.H,H,NA,H,H,TRUE
1992,D,0.944203385678057,0.250218645370307,0.0078951102586246,61,1.1763508678676808,105,2,2,D,C.D,D,0.34092742791127306,D,D,TRUE
1992,H,1.28513081358933,0.749781354629693,0.0078951102586246,61,1.1763508678676808,105,2,2,H,C.H,H,NA,H,H,TRUE
1993,D,1.03854241781674,0.333045612404366,0.0372759464182378,62,1.061338948750717,105,2,2,D,C.D,D,0.10285850114799011,D,H,FALSE
1993,H,1.14140091896473,0.666954387595634,0.0372759464182378,62,1.061338948750717,105,2,2,H,C.H,H,NA,H,H,TRUE
1994,H,1.14255755645073,1,0.141327147360766,63,1.1343940416533709,105,1,1,H,C.H,H,NA,H,H,TRUE
1995,D,0.638501987370219,0.311955561048159,0.00979319991741268,64,0.9198164408910754,105,2,2,D,C.D,D,0.431917888192051,D,D,TRUE
1995,H,1.07041987556227,0.688044438951841,0.00979319991741268,64,0.9198164408910754,105,2,2,H,C.H,H,NA,H,H,TRUE
1996,H,0.873359513796934,1,0.123512689504019,65,0.8778838835543599,105,1,1,H,C.H,H,NA,H,H,TRUE
1997,H,0.962962378085156,0.980806184669876,0.0700401556524763,66,0.9744939216830087,105,2,2,D,C.D,D,1.167335604116974,D,H,FALSE
1997,R,2.13029798220213,0.0191938153301237,0.0700401556524763,66,0.9744939216830087,105,2,2,H,C.H,H,NA,H,R,FALSE
1998,H,1.18313809224223,1,0.166139909752665,67,1.1760619549793667,105,1,1,H,C.H,H,NA,H,H,TRUE
1999,H,1.03443984318206,1,0.140212401205365,68,1.0277200835701614,105,1,1,H,C.H,H,NA,H,H,TRUE
2000,H,1.00985278709313,1,0.14066732295982,69,1.0091476897377658,105,1,1,H,C.H,H,NA,H,H,TRUE
2001,H,0.929234290744768,1,0.156523794949066,70,0.9381436974082551,103,1,1,H,C.H,H,NA,H,H,TRUE
2002,D,0.461520497547886,0.496631489704769,0.0417419883928789,71,0.7775281915479716,103,3,3,D,C.D,D,0.6231183405871741,D,D,TRUE
2002,H,1.08463883813506,0.493523272514735,0.0417419883928789,71,0.7775281915479716,103,3,3,H,C.H,H,1.2997402230855202,H,H,TRUE
2002,R,2.38437906122058,0.0098452377804957,0.0417419883928789,71,0.7775281915479716,103,3,3,R,C.R,R,NA,R,R,TRUE
2003,D,0.669573339901708,0.911568118109766,0.105035027281289,72,0.7366473483179445,102,2,2,D,C.D,D,1.031823827731332,D,H,FALSE
2003,H,1.70139716763304,0.0884318818902349,0.105035027281289,72,0.7366473483179445,102,2,2,H,C.H,H,NA,H,H,TRUE
2004,D,0.632933306698327,0.797450101080325,0.0689687333750456,73,0.7497081519858326,102,2,2,D,C.D,D,0.7637841332756229,D,H,FALSE
2004,H,1.39671743997395,0.202549898919676,0.0689687333750456,73,0.7497081519858326,102,2,2,H,C.H,H,NA,H,H,TRUE
2005,H,0.753030295393056,1,0.0789758880087607,74,0.73683214066269,97,1,1,H,C.H,H,NA,H,H,TRUE
2006,H,0.626067732548307,1,0.104874794555004,75,0.6197736119065405,95,1,1,H,C.H,H,NA,H,H,TRUE
2007,H,0.752268330342797,1,0.14444424500392,76,0.745164847309267,93,1,1,H,C.H,H,NA,H,H,TRUE
2008,H,1.10302646565653,1,0.16371243503062,77,1.1089102103873387,87,1,1,H,C.H,H,NA,H,H,TRUE
2009,H,1.33015317618876,1,0.148507826000474,78,1.313466214953945,85,1,1,H,C.H,H,NA,H,H,TRUE
2010,H,1.3015591517301,0.987244861613342,0.156370619887324,79,1.29161122314664,79,2,2,D,C.D,D,2.35149563308981,D,H,FALSE
2010,R,3.65305478481991,0.0127551383866584,0.156370619887324,79,1.29161122314664,79,2,2,H,C.H,H,NA,H,R,FALSE
