Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1968,H,0.980482991537239,1,0.146592846771222,1,0.9752695122618946,16,1,1,H,C.H,H,NA,H,H,TRUE
1969,D,0.671054157250628,0.676412303995631,0.0203311089690824,2,0.8325687828391957,17,2,2,D,C.D,D,0.531625773224882,D,D,TRUE
1969,H,1.20267993047551,0.323587696004368,0.0203311089690824,2,0.8325687828391957,17,2,2,H,C.H,H,NA,H,H,TRUE
1970,D,1.01973278917295,0.74859988375664,0.0238395103622406,3,1.1409031982784714,17,2,2,D,C.D,D,0.61610791673231,D,H,FALSE
1970,H,1.63584070590526,0.25140011624336,0.0238395103622406,3,1.1409031982784714,17,2,2,H,C.H,H,NA,H,H,TRUE
1971,H,0.995583267519365,1,0.0554436146902626,4,1.0007421798333003,19,1,1,H,C.H,H,NA,H,H,TRUE
1972,D,0.469811695055308,0.421265156890251,0.0619179842056259,5,0.848951429049447,19,2,2,D,C.D,D,0.6558742061287219,D,D,TRUE
1972,H,1.12568590118403,0.578734843109749,0.0619179842056259,5,0.848951429049447,19,2,2,H,C.H,H,NA,H,H,TRUE
1973,H,0.75933538709473,1,0.115315339319756,6,0.7845838250584969,19,1,1,H,C.H,H,NA,H,H,TRUE
1974,H,0.843575231524436,1,0.100127232743718,7,0.8332892123441565,23,1,1,H,C.H,H,NA,H,H,TRUE
1975,D,0.640542005617782,0.62471263987173,0.0155863050633173,8,0.8266372611715125,24,2,2,D,C.D,D,0.508807161570838,D,D,TRUE
1975,H,1.14934916718862,0.37528736012827,0.0155863050633173,8,0.8266372611715125,24,2,2,H,C.H,H,NA,H,H,TRUE
1976,H,0.931287313092313,1,0.0861194344918571,9,0.9208779686948406,28,1,1,H,C.H,H,NA,H,H,TRUE
1977,H,1.0087615043999,0.967741902589852,0.0291340490823309,10,1.0173447775749138,31,2,2,D,C.D,D,1.1956761220774699,D,H,FALSE
1977,R,2.20443762647737,0.0322580974101485,0.0291340490823309,10,1.0173447775749138,31,2,2,H,C.H,H,NA,H,R,FALSE
1978,H,0.95676535068071,1,0.0657629817590847,11,0.9414565235637974,37,1,1,H,C.H,H,NA,H,H,TRUE
1979,H,1.12892886826865,1,0.0822323478324697,12,1.1271311986584145,41,1,1,H,C.H,H,NA,H,H,TRUE
1980,H,0.84483923973962,1,0.0405086788820464,13,0.8518456522964637,43,1,1,H,C.H,H,NA,H,H,TRUE
1981,H,0.952853282707928,1,0.0802391950363893,14,0.9638122715311038,43,1,1,H,C.H,H,NA,H,H,TRUE
1982,D,0.759510810030805,0.955079105334072,0.0417286096221572,15,0.7719059967596206,47,2,2,D,C.D,D,0.8955128576946949,D,H,FALSE
1982,H,1.6550236677255,0.0449208946659277,0.0417286096221572,15,0.7719059967596206,47,2,2,H,C.H,H,NA,H,H,TRUE
1983,H,1.07906584095098,1,0.0821294775343947,16,1.0725165379346302,47,1,1,H,C.H,H,NA,H,H,TRUE
1984,D,1.1815758898156,0.498291345855259,0.105963465188409,17,1.2239518706017587,47,2,2,D,C.D,D,0.08600923258802018,D,H,FALSE
1984,H,1.26758512240362,0.501708654144741,0.105963465188409,17,1.2239518706017587,47,2,2,H,C.H,H,NA,H,H,TRUE
1985,D,0.892885124305332,0.837162175967475,0.0397633527629056,18,0.97746905271922635,47,2,2,D,C.D,D,0.719875760509268,D,H,FALSE
1985,H,1.6127608848146,0.162837824032525,0.0397633527629056,18,0.97746905271922635,47,2,2,H,C.H,H,NA,H,H,TRUE
1986,H,1.07857969621083,1,0.0628748628666418,19,1.0760122767130926,48,1,1,H,C.H,H,NA,H,H,TRUE
1987,D,0.951614250746142,0.924535212063354,0.0305733135440093,20,0.9780592859240419,48,2,2,D,C.D,D,0.6580308099333281,D,H,FALSE
1987,H,1.60964506067947,0.0754647879366456,0.0305733135440093,20,0.9780592859240419,48,2,2,H,C.H,H,NA,H,H,TRUE
1988,D,0.448775609002293,0.0826358630721613,0.0204176637378559,21,1.0901776017455858,50,3,3,D,C.D,D,0.6563005489082869,D,D,TRUE
1988,H,1.10507615791058,0.897354132298343,0.0204176637378559,21,1.0901776017455858,50,3,3,H,C.H,H,0.8135894111277402,H,H,TRUE
1988,R,1.91866556903832,0.0200100046294958,0.0204176637378559,21,1.0901776017455858,50,3,3,R,C.R,R,NA,R,H,FALSE
1989,D,0.997823828157602,0.974323586961504,0.0384244356581474,22,0.9996287206056338,50,2,2,D,C.D,D,0.938050789032848,D,H,FALSE
1989,H,1.93587461719045,0.0256764130384957,0.0384244356581474,22,0.9996287206056338,50,2,2,H,C.H,H,NA,H,H,TRUE
1990,D,0.558969488750539,0.124482851700334,0.0279818741700465,23,1.05706274573907,50,2,2,D,C.D,D,0.545963017860901,D,D,TRUE
1990,H,1.10493250661144,0.875517148299666,0.0279818741700465,23,1.05706274573907,50,2,2,H,C.H,H,NA,H,H,TRUE
1991,H,1.01412469834181,1,0.0392815246018436,24,1.024714589132975,50,1,1,H,C.H,H,NA,H,H,TRUE
1992,H,0.9203285576789,1,0.0840699715185467,25,0.923968504119053,50,1,1,H,C.H,H,NA,H,H,TRUE
1993,H,0.794120844180666,1,0.061991825147649,26,0.7972909878478216,50,1,1,H,C.H,H,NA,H,H,TRUE
1994,D,1.07278875732417,0.510413606004021,0.0999116571614745,27,1.0997596028794048,50,2,2,D,C.D,D,0.06482652271218003,D,H,FALSE
1994,H,1.13761528003635,0.489586393995978,0.0999116571614745,27,1.0997596028794048,50,2,2,H,C.H,H,NA,H,H,TRUE
1995,D,0.798621058997247,0.979997313871771,0.0325152351711578,28,0.7908130459015569,50,2,2,D,C.D,D,1.3154862161952332,D,H,FALSE
1995,H,2.11410727519248,0.0200026861282291,0.0325152351711578,28,0.7908130459015569,50,2,2,H,C.H,H,NA,H,H,TRUE
1996,H,0.949537411372343,1,0.0414279986881441,29,0.9514562998355552,50,1,1,H,C.H,H,NA,H,H,TRUE
1997,H,1.0511688666775,1,0.0706014876975926,30,1.0371576458575182,50,1,1,H,C.H,H,NA,H,H,TRUE
1998,H,0.948634439705848,1,0.0695326928134514,31,0.933835001090787,50,1,1,H,C.H,H,NA,H,H,TRUE
1999,D,0.881360100164201,0.949016260731689,0.0323005624273097,32,0.8836899725928765,50,2,2,D,C.D,D,0.857679990549529,D,H,FALSE
1999,H,1.73904009071373,0.0509837392683112,0.0323005624273097,32,0.8836899725928765,50,2,2,H,C.H,H,NA,H,H,TRUE
2000,D,0.871619819834312,0.938184060213106,0.0344595398622059,33,0.8855281058907538,50,2,2,D,C.D,D,0.9708789210707579,D,H,FALSE
2000,H,1.84249874090507,0.0618159397868941,0.0344595398622059,33,0.8855281058907538,50,2,2,H,C.H,H,NA,H,H,TRUE
2001,D,1.01647027540516,0.918665149867676,0.0389392422950009,34,1.0359923126816686,50,2,2,D,C.D,D,0.8793403795896599,D,H,FALSE
2001,H,1.89581065499482,0.081334850132324,0.0389392422950009,34,1.0359923126816686,50,2,2,H,C.H,H,NA,H,H,TRUE
2002,H,1.00542872764013,1,0.0647883342341282,35,0.997973407535963,50,1,1,H,C.H,H,NA,H,H,TRUE
2003,D,0.534075911386823,0.0552135546109274,0.0303620630706595,36,1.1728211493268828,50,2,2,D,C.D,D,0.6543741211147571,D,D,TRUE
2003,H,1.18845003250158,0.944786445389072,0.0303620630706595,36,1.1728211493268828,50,2,2,H,C.H,H,NA,H,H,TRUE
2004,H,0.951652202884764,1,0.0486473716810036,37,0.9460194320368748,50,1,1,H,C.H,H,NA,H,H,TRUE
2005,H,1.0222542797964,1,0.0436930899639392,38,1.025618854618431,50,1,1,H,C.H,H,NA,H,H,TRUE
2006,H,1.05425654702767,1,0.0557649236757515,39,1.0442702952300378,50,1,1,H,C.H,H,NA,H,H,TRUE
2007,H,1.18936513722181,1,0.0257861974888929,40,1.1845794177658338,50,1,1,H,C.H,H,NA,H,H,TRUE
2008,H,1.16139616320951,1,0.0283485462828615,41,1.160315010568458,50,1,1,H,C.H,H,NA,H,H,TRUE
2009,H,1.12052914856368,1,0.0238376595549754,42,1.1261522557733803,50,1,1,H,C.H,H,NA,H,H,TRUE
2010,H,0.370608786393756,1,0.0202248133411464,43,0.3678606336197585,44,1,1,H,C.H,H,NA,H,H,TRUE
