Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1973,H,1.3433998917234,1,0.128657665721184,1,1.3424562109217462,24,1,1,H,C.H,H,NA,H,H,TRUE
1974,H,1.27564324381981,1,0.0723393749980079,2,1.290180364480367,28,1,1,H,C.H,H,NA,H,H,TRUE
1975,D,1.13197114442179,0.793558998135112,0.0210534357659999,3,1.214756374787902,35,2,2,D,C.D,D,0.5056962433782302,D,H,FALSE
1975,H,1.63766738780002,0.206441001864887,0.0210534357659999,3,1.214756374787902,35,2,2,H,C.H,H,NA,H,H,TRUE
1976,D,1.04615802166709,0.896723684005974,0.029142940067062698,4,1.0595136797956506,35,2,2,D,C.D,D,0.7412853572095599,D,H,FALSE
1976,H,1.78744337887665,0.103276315994026,0.029142940067062698,4,1.0595136797956506,35,2,2,H,C.H,H,NA,H,H,TRUE
1977,H,0.927835588154994,1,0.0563380426231096,5,0.9208958930424925,35,1,1,H,C.H,H,NA,H,H,TRUE
1978,D,0.838201494813273,0.903251040942443,0.0411240001365758,6,0.8642312774964606,36,2,2,D,C.D,D,0.874880860470507,D,H,FALSE
1978,H,1.71308235528378,0.0967489590575568,0.0411240001365758,6,0.8642312774964606,36,2,2,H,C.H,H,NA,H,H,TRUE
1979,D,0.332085803526587,0.918400793223254,0.0309924005548854,7,0.3488093692991189,37,2,2,D,C.D,D,0.946532842777593,D,D,TRUE
1979,H,1.27861864630418,0.0815992067767455,0.0309924005548854,7,0.3488093692991189,37,2,2,H,C.H,H,NA,H,H,TRUE
1980,H,1.0312735776575,1,0.0872577777749272,8,1.0348132435479696,38,1,1,H,C.H,H,NA,H,H,TRUE
1981,D,0.402607800121783,0.796971118519026,0.0577736598557567,9,0.38410920163584494,50,2,2,D,C.D,D,1.453042420164877,D,D,TRUE
1981,H,1.85565022028666,0.203028881480974,0.0577736598557567,9,0.38410920163584494,50,2,2,H,C.H,H,NA,H,H,TRUE
1982,D,0.237177609790005,0.818440283362883,0.0109727524466762,10,0.2609418070272015,52,2,2,D,C.D,D,0.565967589999789,D,D,TRUE
1982,H,0.803145199789794,0.181559716637117,0.0109727524466762,10,0.2609418070272015,52,2,2,H,C.H,H,NA,H,D,FALSE
1983,H,0.986378220661089,1,0.116556639646685,11,0.9783690071365744,56,1,1,H,C.H,H,NA,H,H,TRUE
1984,H,1.12973578999806,1,0.0862368161534047,12,1.1286605232763893,58,1,1,H,C.H,H,NA,H,H,TRUE
1985,D,0.516345911184884,0.294431059981731,0.0762362808891257,13,1.0448703705845765,60,2,2,D,C.D,D,0.7282402424946859,D,D,TRUE
1985,H,1.24458615367957,0.705568940018269,0.0762362808891257,13,1.0448703705845765,60,2,2,H,C.H,H,NA,H,H,TRUE
1986,H,1.04262602111149,1,0.0834615214683091,14,1.0550148055583977,63,1,1,H,C.H,H,NA,H,H,TRUE
1987,H,0.944568328868612,1,0.0478274841085791,15,0.9351651695582832,68,1,1,H,C.H,H,NA,H,H,TRUE
1988,D,1.10137724900409,0.945549363588178,0.0385126184353524,16,1.1277502238065131,69,2,2,D,C.D,D,0.5793584554675499,D,H,FALSE
1988,H,1.68073570447164,0.0544506364118221,0.0385126184353524,16,1.1277502238065131,69,2,2,H,C.H,H,NA,H,H,TRUE
1989,H,0.952962488497045,1,0.0855356580382212,17,0.9511222789900877,73,1,1,H,C.H,H,NA,H,H,TRUE
1990,H,0.856459233808273,1,0.0789002888843115,18,0.8521162000039639,75,1,1,H,C.H,H,NA,H,H,TRUE
1991,H,0.938672406478742,1,0.0543348252053417,19,0.9330026677404984,77,1,1,H,C.H,H,NA,H,H,TRUE
1992,D,0.840875348315938,0.924080948816964,0.0883042575324081,20,0.8877186281877509,77,2,2,D,C.D,D,0.7496069786971119,D,H,FALSE
1992,H,1.59048232701305,0.0759190511830361,0.0883042575324081,20,0.8877186281877509,77,2,2,H,C.H,H,NA,H,H,TRUE
1993,D,1.13259603340386,0.89006649125578,0.0262152824422088,21,1.1729037200534964,77,2,2,D,C.D,D,0.49190264090380986,D,H,FALSE
1993,H,1.62449867430767,0.10993350874422,0.0262152824422088,21,1.1729037200534964,77,2,2,H,C.H,H,NA,H,H,TRUE
1994,D,1.25011040537972,0.986865413755955,0.0271168337688113,22,1.247866379318159,77,2,2,D,C.D,D,0.8159252942251098,D,H,FALSE
1994,H,2.06603569960483,0.0131345862440455,0.0271168337688113,22,1.247866379318159,77,2,2,H,C.H,H,NA,H,H,TRUE
1995,D,1.00801838897897,0.974025669195766,0.0185320966826626,23,1.0082650834182745,77,2,2,D,C.D,D,0.90486053434757,D,H,FALSE
1995,H,1.91287892332654,0.0259743308042346,0.0185320966826626,23,1.0082650834182745,77,2,2,H,C.H,H,NA,H,H,TRUE
1996,D,1.0070697292844,0.583531823252884,0.0790267446027971,24,0.982318660612343,77,2,2,D,C.D,D,0.05798675055335001,D,H,FALSE
1996,H,1.06505647983775,0.416468176747116,0.0790267446027971,24,0.982318660612343,77,2,2,H,C.H,H,NA,H,H,TRUE
1997,D,1.0766457179413,0.986996741850296,0.0507380352038935,25,1.0690718936998116,77,2,2,D,C.D,D,1.30134879889114,D,H,FALSE
1997,H,2.37799451683244,0.013003258149704,0.0507380352038935,25,1.0690718936998116,77,2,2,H,C.H,H,NA,H,H,TRUE
1998,D,1.17993211367979,0.987012800235871,0.0262899829915326,26,1.1667449225023039,77,2,2,D,C.D,D,1.2413805822847,D,H,FALSE
1998,H,2.42131269596449,0.0129871997641292,0.0262899829915326,26,1.1667449225023039,77,2,2,H,C.H,H,NA,H,H,TRUE
1999,D,0.830814344384121,0.987012957018335,0.0345240804218805,27,0.8341704097128482,77,2,2,D,C.D,D,1.272276346187109,D,H,FALSE
1999,H,2.10309069057123,0.0129870429816655,0.0345240804218805,27,0.8341704097128482,77,2,2,H,C.H,H,NA,H,H,TRUE
2000,H,1.03217627142571,1,0.0281715849190968,28,1.027503381879119,77,1,1,H,C.H,H,NA,H,H,TRUE
2001,H,1.23315461477185,1,0.0455694945562727,29,1.2312184958161585,77,1,1,H,C.H,H,NA,H,H,TRUE
2002,H,0.815404872223075,1,0.030945601072981,30,0.8173725010789112,77,1,1,H,C.H,H,NA,H,H,TRUE
2003,D,0.46838366503011297,0.468368955945489,0.0193639204729456,31,0.7357112925033691,77,2,2,D,C.D,D,0.4900708512959481,D,D,TRUE
2003,H,0.958454516326061,0.531631044054511,0.0193639204729456,31,0.7357112925033691,77,2,2,H,C.H,H,NA,H,H,TRUE
2004,H,0.807426235745565,1,0.0387111204131001,32,0.8171870497028332,77,1,1,H,C.H,H,NA,H,H,TRUE
2005,H,0.897312916373983,1,0.0427972504415002,33,0.9004085522677153,75,1,1,H,C.H,H,NA,H,H,TRUE
2006,H,0.991855663315742,1,0.0394607798607958,34,1.0007623491815252,75,1,1,H,C.H,H,NA,H,H,TRUE
2007,D,1.11899284188552,0.574043802545455,0.0723951248816205,35,1.1312607861855437,75,2,2,D,C.D,D,0.060907769603949946,D,H,FALSE
2007,H,1.17990061148947,0.425956197454545,0.0723951248816205,35,1.1312607861855437,75,2,2,H,C.H,H,NA,H,H,TRUE
2008,H,1.22445056584234,1,0.0830894168544926,36,1.2290881848140198,74,1,1,H,C.H,H,NA,H,H,TRUE
2009,D,0.145648921326967,0.0138018531933901,0.0309280699314741,37,1.1284740115486773,73,2,2,D,C.D,D,0.981012171851533,D,D,TRUE
2009,H,1.1266610931785,0.98619814680661,0.0309280699314741,37,1.1284740115486773,73,2,2,H,C.H,H,NA,H,H,TRUE
2010,D,0.126635012607769,0.0459584661367111,0.033539246556724,38,0.9120099069243257,71,2,2,D,C.D,D,0.806875678011711,D,D,TRUE
2010,H,0.93351069061948,0.954041533863289,0.033539246556724,38,0.9120099069243257,71,2,2,H,C.H,H,NA,H,H,TRUE
2011,D,0.0972539571330251,0.894736842105263,0.00205745395972789,39,0.09424603065964487,19,2,2,D,C.D,D,1.012500549797875,D,D,TRUE
2011,H,1.1097545069309,0.105263157894737,0.00205745395972789,39,0.09424603065964487,19,2,2,H,C.H,H,NA,H,H,TRUE
