Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1949,D,0.324145621744729,0.524087893653336,0.0218722606318342,1,0.5691658560770957,16,2,2,D,C.D,D,0.5215867792802229,D,D,TRUE
1949,H,0.845732401024952,0.475912106346664,0.0218722606318342,1,0.5691658560770957,16,2,2,H,C.H,H,NA,H,H,TRUE
1950,H,0.972441224634105,1,0.0502256399721894,2,0.97327882641406,16,1,1,H,C.H,H,NA,H,H,TRUE
1951,H,0.933157331948423,1,0.0615440145736417,3,0.9313424587984919,20,1,1,H,C.H,H,NA,H,H,TRUE
1952,H,1.23308889630187,1,0.0322670721557525,4,1.2325735732226535,22,1,1,H,C.H,H,NA,H,H,TRUE
1953,H,1.04267923580637,1,0.0869069088595803,5,1.039208408463121,26,1,1,H,C.H,H,NA,H,H,TRUE
1954,H,1.24270120672481,1,0.0287086124084432,6,1.2406409867862418,30,1,1,H,C.H,H,NA,H,H,TRUE
1955,H,1.12340691229915,1,0.0365312473089861,7,1.1319861362930645,33,1,1,H,C.H,H,NA,H,H,TRUE
1956,D,0.508788700265193,0.215737561050439,0.0483106783647831,8,1.1238756755793993,35,2,2,D,C.D,D,0.7606046275139471,D,D,TRUE
1956,H,1.26939332777914,0.784262438949561,0.0483106783647831,8,1.1238756755793993,35,2,2,H,C.H,H,NA,H,H,TRUE
1957,H,1.0444621120603,1,0.0742785062617946,9,1.0457194226956905,35,1,1,H,C.H,H,NA,H,H,TRUE
1958,H,0.929972560350027,1,0.0723283996695037,10,0.9127962764002057,35,1,1,H,C.H,H,NA,H,H,TRUE
1959,H,1.14559336446075,1,0.0561956082974052,11,1.1412457934198939,36,1,1,H,C.H,H,NA,H,H,TRUE
1960,H,1.19489208643029,1,0.130144924933351,12,1.1804480541762117,37,1,1,H,C.H,H,NA,H,H,TRUE
1961,H,0.942744647881952,1,0.140310579433368,13,0.9467604387565322,37,1,1,H,C.H,H,NA,H,H,TRUE
1962,D,0.217666778905284,0.943627367004559,0.0207437171426809,14,0.20080777800653368,37,2,2,D,C.D,D,0.790657464650506,D,D,TRUE
1962,H,1.00832424355579,0.0563726329954406,0.0207437171426809,14,0.20080777800653368,37,2,2,H,C.H,H,NA,H,R,FALSE
