Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1964,H,1.07050629663391,1,0.123789106163012,22,1.0760283133489668,59,1,1,H,C.H,H,NA,H,H,TRUE
1965,H,1.05874821978501,1,0.125546104214909,23,1.036584250358476,60,1,1,H,C.H,H,NA,H,H,TRUE
1966,H,1.18392810075429,1,0.0869680860178865,24,1.1870751105713606,60,1,1,H,C.H,H,NA,H,H,TRUE
1967,D,0.89147410998665,0.559040739891187,0.10247082091612,25,0.9476001690362366,62,2,2,D,C.D,D,0.14185624317854006,D,D,TRUE
1967,H,1.03333035316519,0.440959260108813,0.10247082091612,25,0.9476001690362366,62,2,2,H,C.H,H,NA,H,H,TRUE
1968,D,0.797488247193752,0.858356123388318,0.0591325137624037,26,0.8873359548947846,62,2,2,D,C.D,D,0.8056809076510879,D,D,TRUE
1968,H,1.60316915484484,0.141643876611682,0.0591325137624037,26,0.8873359548947846,62,2,2,H,C.H,H,NA,H,H,TRUE
1969,H,1.17951883497089,1,0.106970752582075,27,1.1864934381680468,62,1,1,H,C.H,H,NA,H,H,TRUE
1970,H,1.10781627713051,1,0.067699074431102,28,1.1264764913776513,62,1,1,H,C.H,H,NA,H,H,TRUE
1971,H,0.974261197393651,1,0.0958840069807182,29,0.978152930691836,62,1,1,H,C.H,H,NA,H,H,TRUE
1972,H,0.988011893316378,1,0.0544304161230373,30,0.9810477246524507,62,1,1,H,C.H,H,NA,H,H,TRUE
1973,H,1.02607197460086,1,0.065279074731226,31,1.0335237583994576,62,1,1,H,C.H,H,NA,H,H,TRUE
1974,H,1.04584142049303,1,0.0807810955677167,32,1.0328050822560264,62,1,1,H,C.H,H,NA,H,H,TRUE
1975,D,0.358218560326997,0.360381101533684,0.0670232932037201,33,0.9276111346546912,62,2,2,D,C.D,D,0.8585445370002232,D,D,TRUE
1975,H,1.21676309732722,0.639618898466316,0.0670232932037201,33,0.9276111346546912,62,2,2,H,C.H,H,NA,H,H,TRUE
1976,H,0.854565806318355,1,0.101822536676878,34,0.8581534934556252,63,1,1,H,C.H,H,NA,H,H,TRUE
1977,H,0.984265306903676,1,0.103379387406187,35,0.9738786352370101,63,1,1,H,C.H,H,NA,H,H,TRUE
1978,H,1.0784919129612,1,0.0858963297006553,36,1.0987800717290015,63,1,1,H,C.H,H,NA,H,H,TRUE
1979,H,0.836990126425001,1,0.100497755487489,37,0.8353459012050178,63,1,1,H,C.H,H,NA,H,H,TRUE
1980,D,0.538096785560418,0.550540075320886,0.0641482665868029,38,0.8370951864718976,63,2,2,D,C.D,D,0.676962746352862,D,D,TRUE
1980,H,1.21505953191328,0.449459924679114,0.0641482665868029,38,0.8370951864718976,63,2,2,H,C.H,H,NA,H,H,TRUE
1981,H,0.984036941010824,1,0.0664582502063238,39,0.9910556703523227,63,1,1,H,C.H,H,NA,H,H,TRUE
1982,H,0.918965066007578,1,0.0941353985897961,40,0.9169330673582353,63,1,1,H,C.H,H,NA,H,H,TRUE
1983,D,0.620057323472804,1,0.0468106621374832,41,0.6172750140558892,63,1,1,H,C.H,H,NA,H,D,FALSE
1984,D,0.588593833676918,0.892186002050969,0.0274655360205482,42,0.6232475371615709,63,2,2,D,C.D,D,0.652196456799902,D,D,TRUE
1984,H,1.24079029047682,0.107813997949031,0.0274655360205482,42,0.6232475371615709,63,2,2,H,C.H,H,NA,H,H,TRUE
1985,H,0.922991122928345,1,0.0747340721423352,43,0.9236026971233813,63,1,1,H,C.H,H,NA,H,H,TRUE
1986,D,0.954022766153125,0.867322915604347,0.0539099278348145,44,1.0248535987611163,63,2,2,D,C.D,D,0.9453590810318849,D,H,FALSE
1986,H,1.89938184718501,0.132677084395653,0.0539099278348145,44,1.0248535987611163,63,2,2,H,C.H,H,NA,H,H,TRUE
1987,H,1.1518421624574,1,0.109803243187201,45,1.1394554687872953,63,1,1,H,C.H,H,NA,H,H,TRUE
1988,H,1.2012165887017,1,0.100773059232285,46,1.181078403327217,63,1,1,H,C.H,H,NA,H,H,TRUE
1989,H,1.39157346143788,1,0.119351796748715,47,1.4002392381216986,63,1,1,H,C.H,H,NA,H,H,TRUE
1990,D,0.623132101552965,0.28446407575094,0.0379748884745325,48,1.1734983519455477,63,2,2,D,C.D,D,0.728826898936515,D,D,TRUE
1990,H,1.35195900048948,0.71553592424906,0.0379748884745325,48,1.1734983519455477,63,2,2,H,C.H,H,NA,H,H,TRUE
1991,H,0.98846943293891,1,0.0811448251545407,49,0.9687849962806039,63,1,1,H,C.H,H,NA,H,H,TRUE
1992,D,1.254148592907,0.935857370711795,0.051035605098382,50,1.283293799359992,63,2,2,D,C.D,D,0.7837332354973798,D,H,FALSE
1992,H,2.03788182840438,0.0641426292882053,0.051035605098382,50,1.283293799359992,63,2,2,H,C.H,H,NA,H,H,TRUE
1993,D,1.27076317961723,0.960721290644202,0.0644564440921099,51,1.264749378133395,63,2,2,D,C.D,D,1.0547942883312298,D,H,FALSE
1993,H,2.32555746794846,0.0392787093557982,0.0644564440921099,51,1.264749378133395,63,2,2,H,C.H,H,NA,H,H,TRUE
1994,H,1.25218361640385,1,0.108683865802992,52,1.2645707995860578,63,1,1,H,C.H,H,NA,H,H,TRUE
1995,H,0.944021139410051,1,0.0748229084105176,53,0.94467368762351,63,1,1,H,C.H,H,NA,H,H,TRUE
1996,D,0.85324208422228,0.794992849249129,0.0627731521631123,54,0.9730577789818089,63,2,2,D,C.D,D,0.8617071306016201,D,D,TRUE
1996,H,1.7149492148239,0.205007150750871,0.0627731521631123,54,0.9730577789818089,63,2,2,H,C.H,H,NA,H,H,TRUE
1997,H,1.08710142280832,1,0.062143685640357,55,1.0990357556265136,63,1,1,H,C.H,H,NA,H,H,TRUE
1998,H,1.1603825826263,1,0.124881145661177,56,1.152482434256682,63,1,1,H,C.H,H,NA,H,H,TRUE
1999,H,1.06657545045077,1,0.133683308760567,57,1.0459657303487577,63,1,1,H,C.H,H,NA,H,H,TRUE
2000,H,0.887335658623192,1,0.121258092873585,58,0.8607622591480101,63,1,1,H,C.H,H,NA,H,H,TRUE
2001,H,0.947347234154839,1,0.118760873984704,59,0.9638177268276232,62,1,1,H,C.H,H,NA,H,H,TRUE
2002,D,0.362533217119981,0.453139388576802,0.0421285449385798,60,0.8083777653372226,62,2,2,D,C.D,D,0.806534517151659,D,D,TRUE
2002,H,1.16906773427164,0.546860611423198,0.0421285449385798,60,0.8083777653372226,62,2,2,H,C.H,H,NA,H,H,TRUE
2003,D,0.509574642079154,0.647400860257374,0.0555887115402309,61,0.6914768012864507,60,2,2,D,C.D,D,0.5310941004715359,D,D,TRUE
2003,H,1.04066874255069,0.352599139742626,0.0555887115402309,61,0.6914768012864507,60,2,2,H,C.H,H,NA,H,H,TRUE
2004,D,0.543886091938984,0.94061993781601,0.0471909155856587,62,0.5547952786579433,59,2,2,D,C.D,D,1.0206890761699858,D,D,TRUE
2004,H,1.56457516810897,0.0593800621839898,0.0471909155856587,62,0.5547952786579433,59,2,2,H,C.H,H,NA,H,H,TRUE
2005,D,0.626106055890601,0.874650027199121,0.0865561748002748,63,0.7213232209798844,58,2,2,D,C.D,D,0.885968651002799,D,D,TRUE
2005,H,1.5120747068934,0.12534997280088,0.0865561748002748,63,0.7213232209798844,58,2,2,H,C.H,H,NA,H,H,TRUE
2006,H,0.952481561755177,1,0.155565620663776,64,0.9420416250674222,58,1,1,H,C.H,H,NA,H,H,TRUE
2007,H,0.78821788604976,1,0.116522576828653,65,0.7798390608596522,55,1,1,H,C.H,H,NA,H,H,TRUE
2008,H,0.840225671801111,1,0.110809159900335,66,0.8210089198761621,50,1,1,H,C.H,H,NA,H,H,TRUE
2009,H,1.04676940194488,1,0.167024364378509,67,1.0379896111613856,46,1,1,H,C.H,H,NA,H,H,TRUE
2010,D,0.891096460381281,0.935391863414682,0.0869848956111108,68,0.9365413612641185,45,2,2,D,C.D,D,1.085681544549909,D,H,FALSE
2010,H,1.97677800493119,0.0646081365853177,0.0869848956111108,68,0.9365413612641185,45,2,2,H,C.H,H,NA,H,H,TRUE
