Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1972,D,1.19460697703202,0.52411830588664,0.00180398004811448,1,1.28481314742439,16,2,2,D,C.D,D,0.19759543356373,D,H,FALSE
1972,H,1.39220241059575,0.47588169411336,0.00180398004811448,1,1.28481314742439,16,2,2,H,C.H,H,NA,H,H,TRUE
1973,H,1.17180531975846,1,0.016839317073371,2,1.1703241298191644,17,1,1,H,C.H,H,NA,H,H,TRUE
1974,D,1.21934513927583,0.944157921947377,0.0338957699818885,3,1.209603123716933,18,2,2,D,C.D,D,1.0863651239619299,D,H,FALSE
1974,H,2.30571026323776,0.0558420780526227,0.0338957699818885,3,1.209603123716933,18,2,2,H,C.H,H,NA,H,H,TRUE
1975,H,1.32648004282961,1,0.0864367251444584,4,1.3406896177165832,21,1,1,H,C.H,H,NA,H,H,TRUE
1976,H,1.24788116137017,1,0.107268566397861,5,1.2456865416196492,24,1,1,H,C.H,H,NA,H,H,TRUE
1977,D,0.415905849334003,0.12871997241308,0.0751799486490806,6,1.191103366329705,26,2,2,D,C.D,D,0.8600734016931469,D,D,TRUE
1977,H,1.27597925102715,0.871280027586919,0.0751799486490806,6,1.191103366329705,26,2,2,H,C.H,H,NA,H,H,TRUE
1978,D,0.326641299358616,0.168386086495512,0.0470758212413382,7,1.0107220110311104,27,2,2,D,C.D,D,0.7751063221316639,D,D,TRUE
1978,H,1.10174762149028,0.831613913504489,0.0470758212413382,7,1.0107220110311104,27,2,2,H,C.H,H,NA,H,H,TRUE
1979,H,0.627591674541891,1,0.0560964256757608,8,0.630735382902168,29,1,1,H,C.H,H,NA,H,H,TRUE
1980,D,0.260963784933582,0.469117396906751,0.049404313695944,9,0.6440489380913446,29,2,2,D,C.D,D,0.722196738964533,D,D,TRUE
1980,H,0.983160523898115,0.530882603093249,0.049404313695944,9,0.6440489380913446,29,2,2,H,C.H,H,NA,H,D,FALSE
1981,H,0.733967640335619,1,0.0921332533182069,10,0.732335565034045,31,1,1,H,C.H,H,NA,H,H,TRUE
1982,H,0.742417494858785,1,0.056657774655483,11,0.752496548765833,31,1,1,H,C.H,H,NA,H,H,TRUE
1983,D,0.528717450842135,0.268694461641654,0.0268845658633275,12,1.0442292218587959,31,2,2,D,C.D,D,0.665871495253325,D,D,TRUE
1983,H,1.19458894609546,0.731305538358345,0.0268845658633275,12,1.0442292218587959,31,2,2,H,C.H,H,NA,H,H,TRUE
1984,H,1.06516282359994,1,0.0822931406297693,13,1.0752534943175378,31,1,1,H,C.H,H,NA,H,H,TRUE
1985,D,1.11627904308149,0.87241240945164,0.0223497251179059,14,1.1651581894143388,31,2,2,D,C.D,D,0.52597037259699,D,H,FALSE
1985,H,1.64224941567848,0.12758759054836,0.0223497251179059,14,1.1651581894143388,31,2,2,H,C.H,H,NA,H,H,TRUE
1986,D,1.15592444271837,0.934861053834501,0.0671299023432156,15,1.2017695937876844,31,2,2,D,C.D,D,1.1014865735189503,D,H,FALSE
1986,H,2.25741101623732,0.065138946165499,0.0671299023432156,15,1.2017695937876844,31,2,2,H,C.H,H,NA,H,H,TRUE
1987,H,0.787300512410707,1,0.152445105488751,16,0.7896324817557495,31,1,1,H,C.H,H,NA,H,H,TRUE
1988,D,0.288123860564604,0.934671123755255,0.0546553631067948,17,0.2323006621442526,31,2,2,D,C.D,D,1.2723892954290361,D,D,TRUE
1988,H,1.56051315599364,0.065328876244745,0.0546553631067948,17,0.2323006621442526,31,2,2,H,C.H,H,NA,H,H,TRUE
1989,H,0.986519892146882,1,0.138171517509863,18,0.9987409514056477,31,1,1,H,C.H,H,NA,H,H,TRUE
1990,H,1.34202971578192,1,0.0387543467261067,19,1.3395852957428287,31,1,1,H,C.H,H,NA,H,H,TRUE
1991,H,1.28452007909936,1,0.0316929604370448,20,1.269455455892453,31,1,1,H,C.H,H,NA,H,H,TRUE
1992,H,1.0587860153399,1,0.0301802449841556,21,1.0601704224733042,31,1,1,H,C.H,H,NA,H,H,TRUE
1993,D,0.651397548040414,0.0704748671789128,0.0109428316454609,22,1.0644592387959808,31,2,2,D,C.D,D,0.430801612596326,D,D,TRUE
1993,H,1.08219916063674,0.929525132821087,0.0109428316454609,22,1.0644592387959808,31,2,2,H,C.H,H,NA,H,H,TRUE
1994,D,1.09844751912295,0.870426023746628,0.0204204878429307,23,1.138949530152455,31,2,2,D,C.D,D,0.5113769273506801,D,H,FALSE
1994,H,1.60982444647363,0.129573976253372,0.0204204878429307,23,1.138949530152455,31,2,2,H,C.H,H,NA,H,H,TRUE
1995,D,1.0406692581129,0.812718815759703,0.0126633200816909,24,1.0898403664242562,31,2,2,D,C.D,D,0.50890041601987,D,H,FALSE
1995,H,1.54956967413277,0.187281184240297,0.0126633200816909,24,1.0898403664242562,31,2,2,H,C.H,H,NA,H,H,TRUE
1996,D,0.842629126514152,0.932994443231212,0.0200740981434686,25,0.8648382094006868,31,2,2,D,C.D,D,0.6801323042275981,D,H,FALSE
1996,H,1.52276143074175,0.0670055567687877,0.0200740981434686,25,0.8648382094006868,31,2,2,H,C.H,H,NA,H,H,TRUE
1997,H,0.8552605518669,1,0.0341997992391709,26,0.8567125287060214,31,1,1,H,C.H,H,NA,H,H,TRUE
1998,D,1.01463046044654,0.915440996017045,0.0383042827491627,27,1.0366788369291373,31,2,2,D,C.D,D,0.8444655081035,D,H,FALSE
1998,H,1.85909596855004,0.0845590039829545,0.0383042827491627,27,1.0366788369291373,31,2,2,H,C.H,H,NA,H,H,TRUE
1999,D,0.751842429994479,0.834019176383518,0.0215309155230029,28,0.8312872552330058,31,2,2,D,C.D,D,0.549546049397631,D,D,TRUE
1999,H,1.30138847939211,0.165980823616481,0.0215309155230029,28,0.8312872552330058,31,2,2,H,C.H,H,NA,H,H,TRUE
2000,H,0.958232504108209,1,0.0497166312587687,29,0.9659846239614408,31,1,1,H,C.H,H,NA,H,H,TRUE
2001,D,0.735997011506719,0.174232937932068,0.0127900318502615,30,1.1784978732804237,31,2,2,D,C.D,D,0.496544106724531,D,D,TRUE
2001,H,1.23254111823125,0.825767062067932,0.0127900318502615,30,1.1784978732804237,31,2,2,H,C.H,H,NA,H,H,TRUE
2002,D,0.886813985510358,0.836698004027418,0.0407506405309077,31,0.9783269532964983,31,2,2,D,C.D,D,0.7599957874064621,D,H,FALSE
2002,H,1.64680977291682,0.163301995972582,0.0407506405309077,31,0.9783269532964983,31,2,2,H,C.H,H,NA,H,H,TRUE
2003,H,1.18729883602603,1,0.0790397839674234,32,1.182508687804707,31,1,1,H,C.H,H,NA,H,H,TRUE
2004,D,1.03278901361135,0.967663962056607,0.0355456212093594,33,1.0255914297976045,31,2,2,D,C.D,D,0.9860534261531502,D,H,FALSE
2004,H,2.0188424397645,0.0323360379433934,0.0355456212093594,33,1.0255914297976045,31,2,2,H,C.H,H,NA,H,H,TRUE
2005,H,1.09526205056541,1,0.0491223500182305,34,1.0973595320420761,31,1,1,H,C.H,H,NA,H,H,TRUE
2006,H,0.911758874101845,1,0.0557970705536045,35,0.9064876818099252,31,1,1,H,C.H,H,NA,H,H,TRUE
2007,H,0.833765693578745,1,0.0407864245192063,36,0.8335483918025524,31,1,1,H,C.H,H,NA,H,H,TRUE
2008,D,0.501459269147042,0.410917442960165,0.018810912524938,37,0.8618982142913366,31,2,2,D,C.D,D,0.586594195082968,D,D,TRUE
2008,H,1.08805346423001,0.589082557039835,0.018810912524938,37,0.8618982142913366,31,2,2,H,C.H,H,NA,H,H,TRUE
2009,H,1.00874332330968,1,0.0398101194630339,38,1.0058242007276066,31,1,1,H,C.H,H,NA,H,H,TRUE
2010,H,0.936031776240056,1,0.0348389841700174,39,0.9396641696335444,31,1,1,H,C.H,H,NA,H,H,TRUE
