Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1977,H,1.17714581111216,1,0.0251981720394702,1,1.16533145204985,16,1,1,H,C.H,H,NA,H,H,TRUE
1978,H,1.12233033643087,1,0.07817449213463,2,1.1553877928870229,18,1,1,H,C.H,H,NA,H,H,TRUE
1979,H,1.19469604785361,1,0.0200175338852793,3,1.201646357568933,18,1,1,H,C.H,H,NA,H,H,TRUE
1980,H,0.893671463050765,1,0.0491322903789991,4,0.8754102573681526,18,1,1,H,C.H,H,NA,H,H,TRUE
1981,H,1.08444334969835,1,0.0263106016416063,5,1.08138953203913,19,1,1,H,C.H,H,NA,H,H,TRUE
1982,H,0.82457758487891,1,0.0310537507927148,6,0.8188536347801041,20,1,1,H,C.H,H,NA,H,H,TRUE
1983,H,1.12237204954441,1,0.0307126317929877,7,1.1157572434190437,20,1,1,H,C.H,H,NA,H,H,TRUE
1984,H,1.165500842042,1,0.026784248759537,8,1.16411076659618,21,1,1,H,C.H,H,NA,H,H,TRUE
1985,H,1.01728384480329,1,0.0414163953840531,9,1.0130676559839953,23,1,1,H,C.H,H,NA,H,H,TRUE
1986,H,1.13531756415896,1,0.0698568259288434,10,1.1310263437068362,23,1,1,H,C.H,H,NA,H,H,TRUE
1987,H,1.11265904535879,1,0.0391924703401164,11,1.1057202295108641,24,1,1,H,C.H,H,NA,H,H,TRUE
1988,H,1.1650814481704,1,0.0610086157524373,12,1.1776661741508285,27,1,1,H,C.H,H,NA,H,H,TRUE
1989,H,1.10951832104271,1,0.0368603999454601,13,1.105847389035889,29,1,1,H,C.H,H,NA,H,H,TRUE
1990,H,1.08175660737991,1,0.0189655332405581,14,1.08141759452048,31,1,1,H,C.H,H,NA,H,H,TRUE
1991,H,1.02726489657213,1,0.046765687487119,15,1.0232978443632048,33,1,1,H,C.H,H,NA,H,H,TRUE
1992,H,1.08041363824832,1,0.0218928948533975,16,1.080084274147975,33,1,1,H,C.H,H,NA,H,H,TRUE
1993,H,1.04620426274221,1,0.0424121941182747,17,1.0461249719899994,33,1,1,H,C.H,H,NA,H,H,TRUE
1994,H,1.01135759816911,1,0.0316886722885044,18,1.0149300095123885,34,1,1,H,C.H,H,NA,H,H,TRUE
1995,H,1.00945546449158,1,0.0514908403700203,19,1.02150203794917,34,1,1,H,C.H,H,NA,H,H,TRUE
1996,H,1.06981880347939,1,0.0538662034802327,20,1.0770765058810898,34,1,1,H,C.H,H,NA,H,H,TRUE
1997,H,0.992227534662713,1,0.0325302057651189,21,1.0098310670894546,34,1,1,H,C.H,H,NA,H,H,TRUE
1998,D,0.478302812353418,0.197294034131339,0.021139324799046,22,0.9091263179295371,34,2,2,D,C.D,D,0.5089831399550571,D,D,TRUE
1998,H,0.987285952308475,0.802705965868661,0.021139324799046,22,0.9091263179295371,34,2,2,H,C.H,H,NA,H,H,TRUE
1999,H,0.740499507731608,1,0.0927215704205818,23,0.7241215923068425,34,1,1,H,C.H,H,NA,H,H,TRUE
2000,H,0.799505892628663,1,0.037048351482659,24,0.8061690071305031,32,1,1,H,C.H,H,NA,H,H,TRUE
2001,D,0.454468041774485,0.255998608517147,0.0134312868137439,25,0.7944480941259605,32,2,2,D,C.D,D,0.419454474390669,D,D,TRUE
2001,H,0.873922516165154,0.744001391482853,0.0134312868137439,25,0.7944480941259605,32,2,2,H,C.H,H,NA,H,H,TRUE
2002,D,0.39730809227124,0.398163594942115,0.0166865418183212,26,0.7244140851885789,31,2,2,D,C.D,D,0.5192116374017001,D,D,TRUE
2002,H,0.91651972967294,0.601836405057885,0.0166865418183212,26,0.7244140851885789,31,2,2,H,C.H,H,NA,H,H,TRUE
2003,D,0.532129892403227,0.498780685066463,0.0448433561005103,27,0.7617971269044492,31,3,3,D,C.D,D,0.31534371688434704,D,D,TRUE
2003,H,0.847473609287574,0.343295778336038,5.62834053970087e-4,27,0.7617971269044492,31,3,3,H,C.H,H,0.5332609274396861,H,D,FALSE
2003,R,1.38073453672726,0.157923536597499,0.0330098072187438,27,0.7617971269044492,31,3,3,R,C.R,R,NA,R,R,TRUE
2004,D,0.113095636608718,0.0645160478992409,4.58134663266856e-5,28,0.8636113303876343,31,3,3,D,C.D,D,0.562440247906016,D,D,TRUE
2004,H,0.675535884514734,0.424070226971529,0.0119501724633661,28,0.8636113303876343,31,3,3,H,C.H,H,0.3422558376358359,H,D,FALSE
2004,R,1.01779172215057,0.511413725129231,0.00256585743952988,28,0.8636113303876343,31,3,3,R,C.R,R,NA,R,H,FALSE
2005,D,0.832669866179671,0.742387692594628,0.0663959362845838,29,1.0264128645689168,30,2,2,D,C.D,D,0.8304898316272891,D,H,FALSE
2005,H,1.66315969780696,0.257612307405372,0.0663959362845838,29,1.0264128645689168,30,2,2,H,C.H,H,NA,H,H,TRUE
2006,D,0.862274590671759,0.453797369153636,0.0986688625189918,30,0.912372427757163,29,2,2,D,C.D,D,0.0774523304415049,D,D,TRUE
2006,H,0.939726921113264,0.546202630846364,0.0986688625189918,30,0.912372427757163,29,2,2,H,C.H,H,NA,H,D,FALSE
2007,D,1.03601174158537,0.535574170274437,1.48840156895596,31,0.9519100094656374,28,2,2,D,C.D,D,0.22968475759621,D,H,FALSE
2007,H,1.26569649918158,0.464425829725563,1.48840156895596,31,0.9519100094656374,28,2,2,H,C.H,H,NA,H,H,TRUE
2008,D,0.0633180963582739,0.04,0.0116169956056568,32,1.2555134852307264,25,3,3,D,C.D,D,1.0727544694954063,D,D,TRUE
2008,H,1.13607256585368,0.623536215382259,0.0116169956056568,32,1.2555134852307264,25,3,3,H,C.H,H,0.4220790630404798,H,H,TRUE
2008,R,1.55815162889416,0.336463784617741,0.0116169956056568,32,1.2555134852307264,25,3,3,R,C.R,R,NA,R,H,FALSE
2009,D,0.930131863662487,0.723596013301362,0.0709401606613882,33,1.0484135335124873,25,2,2,D,C.D,D,0.889842742222633,D,H,FALSE
2009,H,1.81997460588512,0.276403986698638,0.0709401606613882,33,1.0484135335124873,25,2,2,H,C.H,H,NA,H,H,TRUE
2010,D,1.18516889717661,0.952363473104589,0.0983202890430831,34,1.1585930260500843,21,2,2,D,C.D,D,2.0141729731026903,D,H,FALSE
2010,H,3.1993418702793,0.0476365268954108,0.0983202890430831,34,1.1585930260500843,21,2,2,H,C.H,H,NA,H,H,TRUE
