Year,Final.Class,C,P,V,id,std,Sample.depth,G.optimal,G.123,type,Class,Ori.Class,diffinYear,Adj.Class,Pred.Class,Diff
1956,D,0.926035439512072,0.621861284224487,0.0593714810794734,1,1.318596817866584,16,2,2,D,C.D,D,1.065532724543018,D,D,TRUE
1956,H,1.99156816405509,0.378138715775513,0.0593714810794734,1,1.318596817866584,16,2,2,H,C.H,H,NA,H,H,TRUE
1957,D,1.2925641157755,0.949714405679456,0.106980758374379,2,1.3181854294406277,20,2,2,D,C.D,D,1.7634431299428401,D,H,FALSE
1957,H,3.05600724571834,0.050285594320544,0.106980758374379,2,1.3181854294406277,20,2,2,H,C.H,H,NA,H,H,TRUE
1958,H,1.29367789082611,1,0.149784396765431,3,1.2907813940447015,21,1,1,H,C.H,H,NA,H,H,TRUE
1959,D,1.2251225344259,0.767080038659957,0.0665241813866934,4,1.4137063007444046,22,2,2,D,C.D,D,1.0514503944040101,D,H,FALSE
1959,H,2.27657292882991,0.232919961340043,0.0665241813866934,4,1.4137063007444046,22,2,2,H,C.H,H,NA,H,H,TRUE
1960,D,1.03692717040789,0.906676605676092,0.155274548679665,5,1.0593405747578515,22,2,2,D,C.D,D,1.8146872372281502,D,H,FALSE
1960,H,2.85161440763604,0.093323394323908307,0.155274548679665,5,1.0593405747578515,22,2,2,H,C.H,H,NA,H,H,TRUE
1961,H,1.03692267925902,1,0.266207619495806,6,1.0073965887832446,22,1,1,H,C.H,H,NA,H,H,TRUE
1962,D,0.45831995818494,0.455302999627589,0.0711523490281548,7,0.9094724022507031,22,2,2,D,C.D,D,0.8272641887607199,D,D,TRUE
1962,H,1.28558414694566,0.544697000372411,0.0711523490281548,7,0.9094724022507031,22,2,2,H,C.H,H,NA,H,H,TRUE
1963,D,0.506813619030967,0.744542434581861,0.0557591866847189,8,0.7470414700344432,24,2,2,D,C.D,D,1.0808710616804929,D,D,TRUE
1963,H,1.58768468071146,0.25545756541814,0.0557591866847189,8,0.7470414700344432,24,2,2,H,C.H,H,NA,H,H,TRUE
1964,D,0.374887690558473,0.500662477488032,0.0140739411316174,9,0.772630748226961,30,3,3,D,C.D,D,0.6825302034856269,D,D,TRUE
1964,H,1.0574178940441,0.399337575157412,0.0140739411316174,9,0.772630748226961,30,3,3,H,C.H,H,0.9067387292900402,H,H,TRUE
1964,R,1.96415662333414,0.0999999473545567,0.0140739411316174,9,0.772630748226961,30,3,3,R,C.R,R,NA,R,R,TRUE
1965,D,0.45701280235202,0.392356459120411,0.0168600140608902,10,0.8519969058583883,33,3,3,D,C.D,D,0.6035894226864801,D,D,TRUE
1965,H,1.0606022250385,0.547037524824486,0.0896230874350526,10,0.8519969058583883,33,3,3,H,C.H,H,1.5001274416484498,H,H,TRUE
1965,R,2.56072966668695,0.0606060160551029,1.79878013301034e-5,10,0.8519969058583883,33,3,3,R,C.R,R,NA,R,R,TRUE
1966,H,0.840485760120208,1,0.120081133648828,11,0.8328278396380583,36,1,1,H,C.H,H,NA,H,H,TRUE
1967,D,0.815804000262353,0.890829563026727,0.0893206241126358,12,0.8805857973762483,40,2,2,D,C.D,D,1.3508369891919372,D,H,FALSE
1967,H,2.16664098945429,0.109170436973273,0.0893206241126358,12,0.8805857973762483,40,2,2,H,C.H,H,NA,H,H,TRUE
1968,H,0.77052876994995,1,0.0697617494386051,13,0.7583275438825257,40,1,1,H,C.H,H,NA,H,H,TRUE
1969,D,1.00172590570623,0.975023317577956,0.0648816539464542,14,0.9956547618168206,41,2,2,D,C.D,D,1.2724654116198,D,H,FALSE
1969,H,2.27419131732603,0.024976682422044,0.0648816539464542,14,0.9956547618168206,41,2,2,H,C.H,H,NA,H,H,TRUE
1970,H,1.01880771025534,1,0.0438803657524605,15,1.0142932780340006,42,1,1,H,C.H,H,NA,H,H,TRUE
1971,H,0.922712282732071,1,0.0639309795001959,16,0.9340424325362281,42,1,1,H,C.H,H,NA,H,H,TRUE
1972,D,0.74464285178198,0.939546324085913,0.074255525550902493,17,0.775088601430014,42,2,2,D,C.D,D,1.10848504001477,D,H,FALSE
1972,H,1.85312789179675,0.0604536759140871,0.074255525550902493,17,0.775088601430014,42,2,2,H,C.H,H,NA,H,H,TRUE
1973,D,0.627179709953764,0.95133479932337806,0.0720278104972275,18,0.6259577402126665,42,2,2,D,C.D,D,1.475546855726766,D,H,FALSE
1973,H,2.10272656568053,0.0486652006766217,0.0720278104972275,18,0.6259577402126665,42,2,2,H,C.H,H,NA,H,H,TRUE
