"","id.x","value","Year","id.y","BinYear","Region","AGENT1","AGENT2","SEVERITYoriginal","SEVERITY0123","Ord50"
"1","1",1.23566982443324,1957,108,1950,NA,NA,NA,NA,NA,8
"2","1",0.800296782799201,1957,108,1950,NA,NA,NA,NA,NA,8
"3","1",1.56780321013147,1957,108,1950,NA,NA,NA,NA,NA,8
"4","1",1.15906396435173,1957,108,1950,NA,NA,NA,NA,NA,8
"5","1",0.640964395915902,1957,108,1950,NA,NA,NA,NA,NA,8
"6","1",0.563064780972196,1957,108,1950,NA,NA,NA,NA,NA,8
"7","1",1.22137088449853,1957,108,1950,NA,NA,NA,NA,NA,8
"8","1",0.712783033460823,1957,108,1950,NA,NA,NA,NA,NA,8
"9","1",0.601343340293121,1957,108,1950,NA,NA,NA,NA,NA,8
"10","1",0.795563695967489,1957,108,1950,NA,NA,NA,NA,NA,8
"11","1",0.934022750191027,1957,108,1950,NA,NA,NA,NA,NA,8
"12","1",0.805091138705181,1957,108,1950,NA,NA,NA,NA,NA,8
"13","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"14","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"15","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"16","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"17","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"18","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"19","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"20","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"21","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"22","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"23","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"24","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"25","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"26","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"27","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"28","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"29","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"30","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"31","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"32","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"33","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"34","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"35","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"36","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"37","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"38","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"39","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"40","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"41","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"42","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"43","1",0.817113798360542,1957,108,1950,NA,NA,NA,NA,NA,8
"44","1",0.815024594165995,1957,108,1950,NA,NA,NA,NA,NA,8
"45","1",1.16459507788478,1957,108,1950,NA,NA,NA,NA,NA,8
"46","1",1.04223971150635,1957,108,1950,NA,NA,NA,NA,NA,8
"47","1",2.35119312186799,1957,108,1950,NA,NA,NA,NA,NA,8
"48","1",1.45105857713755,1957,108,1950,NA,NA,NA,NA,NA,8
"49","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"50","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"51","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"52","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"53","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"54","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"55","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"56","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"57","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"58","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
"59","1",NA,1957,108,1950,NA,NA,NA,NA,NA,8
