"","id.x","value","Year","id.y","BinYear","Region","AGENT1","AGENT2","SEVERITYoriginal","SEVERITY0123","Ord50"
"1","1",1.12489684406192,1943,94,1900,NA,NA,NA,NA,NA,44
"2","1",1.55042583188309,1943,94,1900,NA,NA,NA,NA,NA,44
"3","1",0.489901417810942,1943,94,1900,NA,NA,NA,NA,NA,44
"4","1",1.87211172730571,1943,94,1900,NA,NA,NA,NA,NA,44
"5","1",0.486837724560546,1943,94,1900,NA,NA,NA,NA,NA,44
"6","1",1.49700252353896,1943,94,1900,NA,NA,NA,NA,NA,44
"7","1",1.34926915909344,1943,94,1900,NA,NA,NA,NA,NA,44
"8","1",1.56911313771333,1943,94,1900,NA,NA,NA,NA,NA,44
"9","1",1.19734415344328,1943,94,1900,NA,NA,NA,NA,NA,44
"10","1",0.925204607026386,1943,94,1900,NA,NA,NA,NA,NA,44
"11","1",1.60905922649807,1943,94,1900,NA,NA,NA,NA,NA,44
"12","1",1.15243533825642,1943,94,1900,NA,NA,NA,NA,NA,44
"13","1",1.19364638350457,1943,94,1900,NA,NA,NA,NA,NA,44
"14","1",1.18687240848817,1943,94,1900,NA,NA,NA,NA,NA,44
"15","1",1.58389712020269,1943,94,1900,NA,NA,NA,NA,NA,44
"16","1",1.12900657108312,1943,94,1900,NA,NA,NA,NA,NA,44
"17","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"18","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"19","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"20","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"21","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"22","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"23","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"24","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"25","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"26","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"27","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"28","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"29","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"30","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"31","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"32","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"33","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"34","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"35","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"36","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"37","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"38","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"39","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"40","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"41","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"42","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"43","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"44","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"45","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"46","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"47","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"48","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"49","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"50","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"51","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"52","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"53","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"54","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"55","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"56","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"57","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"58","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"59","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"60","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"61","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"62","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"63","1",NA,1943,94,1900,NA,NA,NA,NA,NA,44
"64","2",1.059730403697,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"65","2",1.01746768229236,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"66","2",1.28725180748638,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"67","2",1.39981841713629,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"68","2",1.01657166159644,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"69","2",0.995734559941634,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"70","2",1.1320020421965,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"71","2",1.579478556767,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"72","2",0.942895521192654,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"73","2",1.20284606284002,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"74","2",0.901638956151193,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"75","2",0.9073214461372,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"76","2",0.902732592048137,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"77","2",1.22521467401845,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"78","2",1.20594326436594,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"79","2",1.67110752385008,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"80","2",1.17485668030937,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"81","2",1.04409093498672,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"82","2",1.19273686803757,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"83","2",1.13784963407369,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"84","2",1.81956084870525,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"85","2",1.80058304793543,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"86","2",1.9511507572864,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"87","2",1.85320483081343,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"88","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"89","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"90","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"91","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"92","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"93","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"94","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"95","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"96","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"97","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"98","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"99","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"100","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"101","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"102","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"103","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"104","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"105","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"106","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"107","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"108","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"109","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"110","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"111","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"112","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"113","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"114","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"115","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"116","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"117","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"118","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"119","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"120","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"121","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"122","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"123","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"124","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"125","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"126","2",NA,1944,95,1900,"R2","MALDIS","N/A",5,3,45
"127","3",1.21644251831164,1945,96,1900,NA,NA,NA,NA,NA,46
"128","3",1.12352284679266,1945,96,1900,NA,NA,NA,NA,NA,46
"129","3",0.870860464934507,1945,96,1900,NA,NA,NA,NA,NA,46
"130","3",1.01812530073112,1945,96,1900,NA,NA,NA,NA,NA,46
"131","3",1.42402698457598,1945,96,1900,NA,NA,NA,NA,NA,46
"132","3",0.997871278503997,1945,96,1900,NA,NA,NA,NA,NA,46
"133","3",1.34428572178948,1945,96,1900,NA,NA,NA,NA,NA,46
