,WSPRU-TA6-11-A,WSPRU-TA6-11-B,WSPRU-B-2-A,WSPRU-B-2-B,WSPRU-B-4-A,WSPRU-B-4-B,WSPRU-B-5-B,WSPRU-B-5-A,WSPRU-B-1-B,WSPRU-B-1-A,WSPRU-TA10-5-A,WSPRU-TA10-5-B,WSPRU-TA9-5-A,WSPRU-TA9-5-B,WSPRU-TA10-1-A,WSPRU-TA10-1-B,WSPRU-TA10-2-A,WSPRU-TA10-2-B,WSPRU-TA10-7-A,WSPRU-TA10-7-B,WSPRU-B-3-A,WSPRU-B-3-B,WSPRU-TA7-7-B,WSPRU-TA7-9-A,WSPRU-TA8-3-B,WSPRU-TA8-3-A,WSPRU-TA8-7-A,WSPRU-TA8-7-B,WSPRU-TA9-3-B,WSPRU-TA9-3-A,WSPRU-TA10-9-A,WSPRU-TA7-13-A,WSPRU-TA8-4-B,WSPRU-TA8-4-A,WSPRU-TA8-4-c,WSPRU-TA9-6-B,WSPRU-TA9-6-A,WSPRU-A-1-B,WSPRU-B-9-B,WSPRU-TA7-7-A,WSPRU-TA8-2-A,WSPRU-TA8-2-B,WSPRU-TA8-5-B,WSPRU-TA8-5-A,WSPRU-A-1-A,WSPRU-B-7-B,WSPRU-B-7-A,WSPRU-TA7-10-B,WSPRU-TA10-13-B,WSPRU-B-9-A,WSPRU-TA7-8-A,WSPRU-TA7-9-B,WSPRU-TA10-10-B,WSPRU-TA10-10-A,WSPRU-B-8-B,WSPRU-F-1-A,WSPRU-F-1-B,WSPRU-TA7-8-B,WSPRU-TA7-13-B,WSPRU-TA10-8-A,WSPRU-TA10-12-B,WSPRU-TA10-12-A,WSPRU-A-9-B,WSPRU-A-10-A,WSPRU-A-10-B,WSPRU-B-11-A,WSPRU-B-11-B,WSPRU-H-3-B,WSPRU-H-3-A,WSPRU-H-5-A,WSPRU-H-5-B,WSPRU-TA7-11-B,WSPRU-TA8-6-B,WSPRU-TA8-6-A,WSPRU-A-4-A,WSPRU-A-4-B,WSPRU-B-10-B,WSPRU-TA6-5-A,WSPRU-TA6-5-B,WSPRU-TA7-14-B,WSPRU-TA10-6-B,WSPRU-TA10-6-A,WSPRU-A-2-B,WSPRU-A-2-A,WSPRU-H-4-A,WSPRU-H-4-B,WSPRU-TA6-2-A,WSPRU-TA6-2-B,WSPRU-TA6-7-B,WSPRU-TA6-7-A,WSPRU-TA6-8-B,WSPRU-TA6-8-A,WSPRU-TA6-8-C,WSPRU-TA6-10-A,WSPRU-TA7-10-A,WSPRU-TA7-12-A,WSPRU-TA9-12-B,WSPRU-TA10-4-A,WSPRU-TA10-4-B,WSPRU-A-9-A,WSPRU-B-10-A,WSPRU-H-9-B,WSPRU-TA6-10-B,WSPRU-TA7-12-B,WSPRU-TA8-9-A,WSPRU-TA8-10-B,WSPRU-TA8-11-B,WSPRU-TA9-13-B,WSPRU-TA10-3-A,WSPRU-TA10-3-B,WSPRU-TA10-9-B,WSPRU-TA10-13-A,WSPRU-TA10-14-B,WSPRU-B-8-A,WSPRU-B-13-B,WSPRU-H-9-A,WSPRU-TA9-8-A,WSPRU-TA9-12-A,WSPRU-TA10-8-B,WSPRU-F-2-A,WSPRU-H-2-B,WSPRU-H-2-A,WSPRU-TA7-11-A,WSPRU-TA7-14-A,WSPRU-TA8-11-A,WSPRU-TA8-12-A,WSPRU-TA9-9-B,WSPRU-TA10-11-B,WSPRU-A-11-B,WSPRU-B-13-A,WSPRU-F-2-B,WSPRU-F-9-A,WSPRU-F-9-B,WSPRU-F-10-B,WSPRU-F-10-A,WSPRU-H-7-B,WSPRU-H-8-B,WSPRU-TA6-16-B,WSPRU-TA8-13-B,WSPRU-TA9-13-A,WSPRU-TA9-14-B,WSPRU-TA10-11-A,WSPRU-TA6-13-B,WSPRU-TA6-17-B,WSPRU-TA8-9-B,WSPRU-TA8-12-B,WSPRU-TA9-9-A,WSPRU-TA9-10-A,WSPRU-TA9-14-A,WSPRU-B-12-B,WSPRU-F-12-B,WSPRU-H-7-A,WSPRU-TA6-16-A,WSPRU-TA9-8-B,WSPRU-TA9-10-B,WSPRU-TA9-11-B,WSPRU-TA10-14-A,WSPRU-A-3-A,WSPRU-A-3-B,WSPRU-A-8-A,WSPRU-F-8-A,WSPRU-F-8-B,WSPRU-F-11-B,WSPRU-TA6-17-A,WSPRU-TA8-10-A,WSPRU-A-12-B,WSPRU-H-10-A,WSPRU-H-10-B,WSPRU-TA9-1-B,WSPRU-A-12-A,WSPRU-F-6-A,WSPRU-F-6-B,WSPRU-F-12-A,WSPRU-H-6-A,WSPRU-H-6-B,WSPRU-H-8-A,WSPRU-TA8-13-A,WSPRU-TA9-11-A,WSPRU-A-8-B,WSPRU-F-3-B,WSPRU-F-3-A,WSPRU-B-12-A,WSPRU-F-7-A,WSPRU-TA6-6-B,WSPRU-TA6-9-B,WSPRU-TA6-9-A,WSPRU-TA6-13-A,WSPRU-F-11-A,WSPRU-TA6-3-B,WSPRU-TA8-8-B,WSPRU-A-5-B,WSPRU-A-5-A,WSPRU-TA6-3-A,WSPRU-TA6-6-A,WSPRU-H-12-B,WSPRU-TA6-18-B,WSPRU-F-4-B,WSPRU-F-4-A,WSPRU-H-11-B,WSPRU-TA6-18-A,WSPRU-F-7-B,WSPRU-TA7-6-A,WSPRU-TA7-6-B,WSPRU-TA8-8-A,WSPRU-H-11-A,WSPRU-TA6-12-B,WSPRU-TA6-1-A,WSPRU-TA6-1-B,WSPRU-TA7-5-B,WSPRU-H-12-A,WSPRU-TA7-1-B,WSPRU-TA7-1-A,WSPRU-TA7-3-A,WSPRU-TA7-3-B,WSPRU-TA6-14-B,WSPRU-TA9-1-A,WSPRU-TA7-4-A,WSPRU-TA7-4-B,WSPRU-TA6-14-A,WSPRU-TA6-12-A,WSPRU-H-1-B,WSPRU-H-1-A
1994,1.298,2.998,0.643,0.552,1.109,1.028,0.299,0.377,2.088,1.052,0.633,0.821,0.178,1.158,0.926,1.337,1.383,0.263,1.517,1.916,0.367,0.433,1.77,0.661,0.335,0.532,0.306,0.165,2.166,0.696,1.772,1.648,1.142,1.142,1.292,0.69,0.605,2.272,1.398,1.73,0.906,0.736,1.414,1.749,2.596,0.601,0.693,0.643,1.428,1.425,0.948,0.959,1.907,1.469,1.268,3.603,2.921,1.084,1.812,0.911,0.405,1.149,0.619,2.454,2.499,1.28,1.02,2.899,2.941,1.221,0.709,0.675,0.216,1.667,1.426,1.623,1.092,0.789,0.629,1.036,0.335,0.057,0.944,1.013,1.203,1.036,1.099,0.796,0.102,0.188,2.215,2.055,NA,0.177,0.404,1.091,1.037,0.923,0.83,0.555,1.415,1.146,0.232,0.917,1.5,1.701,1.507,1.501,0.602,0.641,1.759,1.216,0.707,1.91,1.542,0.938,1.197,0.929,1.09,2.035,0.462,0.536,1.101,1.683,0.936,1.675,1.126,0.71,1.109,1.16,1.39,2.905,2.641,1.968,1.913,1.716,1.502,1.789,2.536,1.509,1.583,1.053,0.51,1.115,1.889,1.127,1.182,0.993,1.205,2.03,0.838,2.277,1.408,1.886,1.507,1.902,0.039,0.511,0.513,1.255,1.386,1.595,2.707,1.543,1.493,1.966,1.176,1.704,0.161,1.788,1.092,1,0.796,1.853,1.839,1.119,2.264,1.422,1.081,2.12,1.673,1.486,1.676,0.49,0.681,0.706,1.543,2.366,0.775,1.659,0.415,0.772,0.797,0.349,1.757,1.435,0.359,0.495,1.502,2.324,1.702,0.657,0.514,1.504,1.963,2.946,1.23,0.261,0.747,2.226,0.487,0.503,0.383,0.592,2.325,0.304,0.797,0.957,1.97,2.594,0.772,0.755
1995,1.562,0.527,0.427,0.605,1.173,0.888,0.332,0.368,1.65,1.028,0.36,0.525,1.516,1.309,0.904,1.197,0.103,0.068,1.818,1.986,0.344,0.328,1.132,0.353,0.395,0.662,0.538,0.228,1.561,0.401,1.962,1.06,0.743,0.743,1.014,0.823,0.657,2.669,1.247,0.921,0.601,0.404,1.392,1.235,3.19,0.97,0.903,0.328,1.426,1.065,0.459,0.443,1.565,1.598,1.264,2.781,2.794,0.621,1.372,1.125,0.435,0.846,0.937,2.52,2.205,1.558,0.985,2.39,3.132,1.659,1.09,0.395,0.222,1.337,1.897,2.178,0.797,0.531,0.327,0.725,0.359,0.58,1.629,1.635,1.013,0.846,0.436,0.735,0.148,0.173,2.06,1.894,NA,0.241,0.286,0.558,0.933,1.723,2.126,0.922,1.032,1.039,0.356,0.451,1.526,1.615,1.042,1.974,0.573,0.565,1.957,1.423,0.79,1.535,1.337,0.858,1.45,1.026,1.286,2.305,0.946,0.882,0.585,1.052,0.949,1.258,1.002,0.343,1.344,1.041,2.442,3.391,2.798,1.943,2.068,1.682,1.661,2.105,2.031,1.547,1.496,1.084,0.687,1.39,1.612,0.98,1.262,1.487,1.023,2.363,0.888,2.266,2.047,1.871,1.224,2.212,1.17,0.724,0.708,1.885,1.322,1.979,2.697,1.059,1.133,2.137,1.417,1.96,0.17,2.018,0.9,1.303,0.907,1.579,1.842,1.149,2.262,1.087,1.523,2.28,1.986,2.499,2.149,0.606,0.906,1.294,0.666,2.143,0.722,1.421,0.756,0.879,2.069,0.403,1.76,1.068,0.342,0.419,1.976,1.41,2.133,0.698,0.753,1.429,2.282,3.083,1.307,0.775,0.706,2.361,0.67,0.517,0.485,0.555,1.768,0.407,1.081,0.865,1.45,1.97,0.813,0.848
1996,5.255,0.498,0.364,0.612,1.095,0.863,0.291,0.192,1.651,1.484,0.229,0.759,0.895,0.174,1.228,1.753,0.06,0.052,1.824,2.356,0.458,0.493,2.077,0.853,0.408,0.513,0.559,0.301,0.353,2.722,2.118,1.993,0.746,0.746,1.045,0.835,0.381,2.775,1.347,1.53,0.915,0.761,1.752,1.351,2.859,1.38,1.013,0.659,1.3,1.151,0.988,1.25,2.55,2.384,1.174,2.363,2.137,1.725,2.321,1.419,0.22,0.313,0.745,2.106,1.773,1.679,0.979,1.923,2.264,1.507,2.145,0.776,0.274,1.666,2.419,1.937,0.844,0.597,0.947,1.797,0.448,0.535,1.257,1.46,0.97,0.887,1.486,1.376,0.185,0.231,1.602,1.43,NA,0.275,0.508,1.016,1.509,1.743,1.513,0.888,1.133,1.156,0.345,1.131,1.802,1.603,1.387,1.79,0.586,0.559,1.903,1.668,0.597,1.771,1.973,0.976,1.803,1.391,0.072,2.064,0.847,0.895,1.06,1.99,1.435,1.756,1.208,0.277,1.463,1.376,2.208,3.136,2.483,1.739,1.97,1.657,1.83,1.841,2.974,1.879,1.818,2.226,1.718,0.979,2.202,0.997,1.428,1.366,1.15,1.973,0.962,1.958,1.149,2.201,1.96,2.768,0.041,0.741,0.793,2.194,1.805,2.317,2.607,1.667,1.629,2.498,1.083,2.203,0.211,2.098,1.04,0.919,1.147,1.522,1.728,1.253,3.027,1.892,1.953,2.3,2.044,2.067,2.649,0.911,1.713,0.488,1.626,2.681,1.234,1.596,0.739,0.964,1.599,0.536,2.071,1.86,0.407,0.56,2.09,2.061,2.057,0.98,1.111,1.534,2.374,2.495,0.201,1.597,0.878,2.666,0.982,0.782,0.476,0.53,2.262,0.504,0.98,1.054,2.398,3.119,1.242,1.232
1997,0.389,2.553,0.254,0.605,1.288,0.965,0.182,0.205,1.679,1.596,0.3,0.468,0.186,0.184,1.369,1.437,2.087,0.058,0.116,0.25,0.477,0.597,2.011,0.794,0.388,0.626,0.515,0.682,0.584,0.963,2.503,2.273,1.011,1.011,1.309,0.548,0.669,3.464,1.214,1.863,1.058,0.776,2.274,1.709,2.976,1.473,1.153,0.737,1.5,1.124,1.254,1.549,2.646,2.163,1.352,3.468,2.726,1.367,2.71,2.495,0.176,0.994,1.535,2.313,1.875,1.476,1.178,2.197,2.263,1.797,1.555,1.03,0.171,1.555,2.468,2.273,1.143,0.687,1.217,1.571,0.399,0.09,1.424,1.517,0.76,0.992,1.7,1.35,0.227,0.349,2.176,1.955,NA,0.307,0.777,1.047,2.157,1.696,2.448,1.307,1.218,0.798,0.377,1.263,1.637,2.178,1.305,2.349,1.94,0.843,2.565,1.678,0.654,2.023,1.75,0.713,2.047,1.917,1.297,2.397,0.789,0.922,1.089,2.881,1.689,1.431,1.255,2.641,1.832,1.603,2.023,3.712,2.259,1.816,1.923,1.598,1.824,1.36,3.269,1.808,2.118,3.125,2.345,1.604,2.275,1.03,1.459,1.397,1.319,2.31,1.027,2.176,2.333,1.872,1.809,2.509,0.031,0.588,0.989,2.902,1.643,2.382,3.936,1.768,1.554,2.645,0.931,2.205,0.348,2.465,1.538,0.874,1.054,1.596,1.306,1.256,2.81,1.461,2.498,2.256,2.129,1.9,2.555,0.477,1.652,0.477,2.215,3.909,1.753,1.812,0.959,1.202,0.429,0.55,1.998,2.194,0.303,0.437,1.787,1.908,2.207,0.79,1.136,1.931,2.105,2.277,1.577,0.286,1.044,2.533,1.436,0.782,0.614,0.602,2.361,0.66,1.249,1.147,2.187,3.288,1.3,1.192
1998,3.889,3.213,0.254,0.771,0.888,0.749,0.216,0.201,1.707,1.136,0.658,0.427,1.104,0.154,1.206,2.081,1.968,0.933,0.076,0.414,0.465,0.538,1.78,1.042,0.376,0.597,0.546,0.455,1.604,0.392,2.227,1.8,1.223,1.223,1.447,0.854,0.574,2.556,1.027,1.682,1.331,0.856,1.73,1.767,3.166,1.628,1.517,0.584,1.136,0.725,0.935,1.248,2.31,1.697,1.611,2.455,2.406,1.054,2.315,2.819,0.24,0.713,1.353,2.401,2.06,1.483,1.049,2.452,2.878,2.018,1.413,0.789,0.141,1.493,1.894,2.616,0.936,0.952,1.504,1.707,0.232,0.043,1.883,2.105,1.036,1.284,2.104,1.599,0.454,0.401,1.824,1.773,NA,0.593,0.737,0.959,1.772,1.336,1.909,2.018,1.061,0.68,0.649,1.001,1.357,1.054,1.335,2.183,0.257,2.773,1.911,1.79,0.577,2.116,1.307,0.853,1.735,1.936,1.116,2.914,1.162,1.153,0.671,2.995,1.442,1.35,1.389,2.335,1.667,1.175,2.929,2.792,2.095,1.355,1.665,1.215,1.975,1.865,2.464,2.052,1.6,2.507,1.502,1.736,1.916,1.103,1.485,1.438,1.769,2.044,0.912,2.476,2.456,1.924,2.256,3.561,0.846,1.241,0.907,2.432,1.74,2.071,3.312,2.305,1.344,2.755,1.079,1.832,0.496,2.326,1.448,1.269,0.816,1.305,1.097,1.484,2.22,1.552,1.833,2.852,2.551,1.775,2.15,0.586,1.536,1.635,2.29,2.757,0.949,1.63,1.369,1.595,1.992,0.454,2.639,2.321,0.406,0.617,2.325,1.988,1.95,1.218,1.573,1.317,2.628,1.738,1.359,0.621,1.416,2.84,1.341,0.752,0.518,0.511,1.99,0.844,1.43,1.399,1.89,3.703,1.206,1.253
1999,0.794,0.685,0.212,0.542,0.626,0.533,0.237,0.159,1.228,0.737,0.107,0.083,0.163,0.154,0.478,0.881,0.758,0.357,0.459,0.736,0.455,0.389,1.107,0.855,0.404,0.774,0.533,0.604,1.139,0.279,1.107,1.549,1.213,1.213,0.939,0.545,0.304,1.968,0.817,0.857,1.003,0.68,1.614,1.415,1.83,0.986,1.215,0.5,1.18,0.666,0.715,0.9,0.951,0.845,1.052,1.702,1.499,0.507,1.491,0.742,0.531,0.14,1.239,1.078,1.609,1.104,0.899,2.517,2.527,1.811,1.29,0.619,0.14,1.125,1.573,1.575,0.919,0.911,1.147,1.368,0.18,0.317,1.387,1.224,0.753,1.138,1.59,1.248,0.463,0.37,1.708,1.677,NA,0.529,0.563,0.572,1.318,0.71,0.693,1.036,0.762,0.765,0.555,0.702,1.397,1.21,1.072,1.424,0.206,2.004,1.174,1.666,0.41,1.374,0.905,0.666,1.296,1.276,0.384,2.345,0.982,1.143,0.597,1.873,1.138,1.441,1.217,1.369,0.801,0.609,2.162,2.421,1.686,1.417,1.586,4.053,1.446,2.1,2.581,1.47,1.797,1.395,1.36,2.629,1.818,0.64,1.329,0.986,1.093,1.291,0.845,2.055,3.363,1.304,1.514,2.137,0.725,0.651,0.679,1.624,1.132,1.76,2.392,1.113,1.712,1.482,0.782,1.274,0.404,1.327,0.724,0.762,0.842,1.021,0.787,1.304,2.155,1.476,1.053,1.841,1.494,1.128,1.456,0.564,0.409,0.605,2.529,2.717,0.193,1.748,1.059,1.107,0.559,0.726,2.066,1.713,0.405,0.532,2.054,1.514,1.466,1.211,1.549,1.331,2.193,2.295,1.728,0.932,1.458,2.017,1.243,0.804,0.519,0.467,1.816,0.365,1.127,1.315,1.77,2.493,1.092,1.11
2000,4.514,2.461,0.385,0.714,0.929,0.851,0.319,0.274,1.736,1.257,0.485,0.338,0.882,1.056,0.724,1.055,0.975,0.786,0.724,0.195,0.457,0.368,1.972,1,0.416,0.677,0.464,0.362,1.657,0.318,1.776,2.04,1.473,1.473,1.37,0.86,0.343,2.971,1.326,1.121,1.649,1.103,1.664,1.394,2.65,1.563,1.596,0.852,1.319,1.098,0.868,1.215,1.684,1.992,1.351,2.023,1.824,0.961,2.17,0.936,0.233,0.847,1.272,1.996,2.049,1.473,1.183,2.534,2.61,1.608,1.219,0.807,0.218,1.689,2.274,1.372,1.431,1.062,1.557,1.991,0.256,0.03,1.864,1.658,0.939,1.244,1.515,1.242,0.271,0.317,2.235,2.086,NA,0.709,1.101,1.737,2.709,0.978,0.922,2.002,1.208,1.56,0.65,0.941,1.532,1.128,1.053,2.067,0.447,1.896,1.656,1.742,0.617,1.865,1.413,1.421,1.677,1.94,0.562,2.825,1.264,1.289,0.721,2.883,1.25,1.843,1.979,2.035,0.919,1.152,2.526,3.152,1.717,2.092,2.02,1.843,1.857,1.109,2.381,1.899,3.883,2.52,1.74,1.604,1.414,1.302,1.837,1.522,0.947,2.799,1.193,2.353,2.274,2.035,2.535,2.757,0.92,0.922,0.961,2.319,1.413,1.901,2.68,1.522,1.19,1.822,0.902,1.713,0.769,1.716,1.092,1.067,1.164,1.089,1.229,1.623,2.476,2.316,1.592,2.326,1.837,2.101,1.682,0.742,0.506,0.885,1.712,2.841,0.597,1.988,1.312,1.445,1.14,0.447,2.012,1.941,0.469,0.373,1.955,1.673,1.915,1.514,1.892,1.294,2.191,1.921,1.066,1.697,1.672,2.051,1.622,1.413,0.65,0.565,2.541,0.604,1.642,1.825,1.724,2.774,1.577,1.428
2001,0.981,0.91,0.228,0.365,0.851,0.648,0.317,0.122,1.693,1.097,0.195,0.1,2.008,2.011,0.459,0.794,0.577,0.486,0.343,0.464,0.252,0.283,1.45,0.759,0.488,0.992,0.359,0.394,1.692,0.214,1.342,1.554,1.09,1.09,1.314,0.546,0.539,2.724,0.642,1.216,1.259,0.781,1.747,1.297,3.017,1.21,1.326,0.556,1.186,0.482,0.839,0.876,1.273,0.954,1.113,2.053,2.064,0.91,1.809,0.825,0.187,0.497,1.001,2.096,1.562,0.812,0.667,1.685,1.923,1.206,0.813,0.657,0.208,1.457,2.311,1.613,0.927,1.04,1.063,1.713,0.38,0.5,1.666,1.451,0.429,0.59,1.295,1.233,0.281,0.392,1.582,1.585,NA,0.55,0.735,1.13,1.697,0.587,0.429,1.443,0.595,0.352,0.589,0.644,1.234,0.866,1.143,1.158,0.266,0.19,1.115,1.085,0.329,1.51,0.924,0.445,1.734,1.328,0.414,2.06,0.715,0.703,0.55,2.681,1.389,1.353,1.084,2.234,0.719,0.776,2.048,2.145,1.319,1.177,1.247,1.149,0.916,1.943,2.213,1.498,2.38,2.763,1.247,0.966,1.387,1.138,1.311,1.334,1.534,1.545,0.778,1.574,1.782,1.507,2.015,2.114,0.546,0.595,0.755,1.739,1.158,1.565,2.633,1.3,0.92,2.21,0.581,1.105,0.318,1.781,1.09,1.078,0.672,0.572,0.51,0.954,1.981,1.766,1.21,2.592,2.289,1.381,1.428,0.394,0.707,0.946,1.389,2.699,1.305,2.005,1.529,1.565,0.773,0.52,1.897,2.12,0.494,0.45,1.379,2.056,1.724,1.353,1.757,1.588,1.508,1.761,1.296,0.957,1.972,1.498,1.463,1.101,0.837,0.708,3.069,0.475,1.298,1.688,2.039,2.562,0.771,0.852
2002,0.684,0.762,0.165,0.213,0.47,0.506,0.231,0.082,0.803,0.463,0.064,0.035,1.215,1.051,0.34,0.277,0.31,0.348,0.188,0.055,0.126,0.22,0.796,0.317,0.139,0.075,0.267,0.259,1.202,0.133,0.819,0.819,0.587,0.587,0.663,0.175,0.361,1.996,0.434,0.553,0.529,0.375,0.81,0.786,2.387,0.894,0.986,0.219,0.789,0.26,0.463,0.463,0.888,0.555,0.565,1.245,1.286,0.358,0.758,0.48,0.079,0.105,0.702,1.689,1.112,0.4,0.471,1.093,1.498,1.184,1.197,0.311,0.257,0.642,1.791,1.447,0.635,0.937,0.79,0.898,0.33,0.525,1.051,1.118,0.29,0.548,0.749,0.919,0.386,0.359,1.525,1.513,NA,0.383,0.313,0.348,1.348,0.293,0.273,0.795,0.52,0.666,0.505,0.261,0.99,0.503,0.586,0.906,0.248,0.813,0.555,1.091,0.241,1.17,0.56,0.696,0.903,1.548,0.32,1.795,0.868,0.625,0.317,0.902,1.068,0.643,0.532,1.202,0.507,0.477,2.086,1.578,1.082,0.959,0.728,0.934,1.031,1.465,1.305,1.205,1.535,1.726,1.211,0.782,1.137,0.646,0.752,0.465,1.467,0.927,0.651,1.226,1.019,0.648,0.77,1.402,0.335,0.503,0.623,1.417,1.066,1.366,1.793,0.858,0.561,1.87,0.364,0.853,0.288,1.553,1.053,0.965,0.643,0.308,0.329,0.855,0.906,1.128,1.081,2.131,1.563,0.817,1.396,0.516,0.836,0.997,0.949,1.944,1.81,1.372,0.878,1.123,0.773,0.28,1.642,1.361,0.405,0.394,1.044,1.704,1.272,1.081,0.529,1.16,1.444,1.14,0.259,0.137,1.434,1.409,0.92,0.997,0.668,0.687,2.447,0.536,1.272,1.472,1.218,1.596,0.633,1.211
2003,1.769,0.73,0.392,0.555,0.934,0.815,0.321,0.169,1.311,0.788,0.191,0.121,1.353,0.946,0.901,0.962,0.854,0.948,0.488,0.479,0.401,0.374,1.361,0.389,0.688,0.805,0.518,0.497,1.19,1.972,1.377,1.686,1.012,1.012,0.983,0.238,0.282,3.105,0.735,0.824,0.947,1.029,1.394,1.346,3.021,1.388,1.654,0.436,1.413,0.478,0.842,0.841,1.669,1.045,0.737,2.056,1.659,0.781,2.135,1.023,0.578,0.404,1.832,1.989,1.541,0.66,0.833,1.914,2.038,1.584,1.718,0.653,0.677,1.146,2.597,2.244,0.883,1.161,1.471,1.339,0.704,0.784,1.861,1.968,0.698,1.179,1.803,1.805,0.5,0.497,1.815,1.917,NA,0.474,0.637,0.664,1.501,0.653,0.608,1.26,1.007,0.775,0.623,0.345,1.704,0.923,0.822,1.479,0.363,0.347,0.869,1.816,0.484,0.733,1.168,0.808,1.465,1.725,0.531,2.496,1.53,1.372,0.567,1.588,1.457,1.461,0.843,2.288,0.59,0.903,2.699,1.637,1.201,1.345,1.034,1.293,1.968,1.716,1.835,1.434,2.103,0.049,1.674,1.394,1.971,1.115,1.633,0.811,1.27,1.413,0.96,1.793,2.015,0.781,1.738,2.717,0.689,1.122,1.16,2.198,1.136,1.689,1.843,1.618,0.722,2.513,0.606,1.565,0.863,2.183,1.447,1.548,0.891,0.305,0.185,1.636,2.021,2.037,1.576,2.911,2.447,1.484,1.925,0.453,NA,NA,1.347,1.923,2.225,1.804,1.731,2.183,1.434,0.422,2.447,2.405,0.851,0.864,2.521,2.065,1.796,1.968,2.232,1.7,2.426,1.483,0.938,1.336,1.983,2.172,2.138,1.433,1.17,1.127,2.392,0.758,2.132,1.793,1.816,2.047,1.1,1.324
2004,1.145,0.938,0.224,0.412,0.868,0.711,0.236,0.182,1.309,0.638,0.162,0.155,1.048,0.813,0.649,0.733,0.724,0.733,0.441,0.046,0.359,0.242,1.294,0.545,0.77,0.931,0.335,0.54,1.108,0.774,1.488,1.158,0.849,0.849,0.935,0.257,0.298,2.648,0.765,0.89,1.12,1.034,1.394,1.45,2.853,1.423,1.769,0.401,1.316,0.467,0.552,0.702,1.791,1.421,0.893,2.765,1.672,0.796,2.003,0.987,0.245,0.129,1.391,2.422,1.657,0.636,0.567,1.936,2.404,1.48,1.588,0.614,0.491,1.003,2.923,2.581,0.912,0.97,1.144,1.136,0.577,0.686,2.203,1.946,0.804,1.119,1.214,1.18,0.596,0.549,1.872,1.824,NA,0.413,0.446,0.855,1.402,0.586,0.507,0.886,0.87,0.621,0.359,0.835,1.548,0.908,0.768,1.387,0.5,0.533,0.809,1.433,0.487,1.178,0.878,0.678,2.254,1.171,0.873,2.13,1.203,1.162,0.625,1.453,1.72,1.257,1.014,3.179,0.55,0.915,1.844,2.18,1.736,1.118,0.961,1.259,1.828,1.876,2.107,1.218,1.66,1.644,1.577,1.02,1.827,1.208,1.208,0.924,1.161,0.902,0.869,1.787,1.507,1.306,1.428,2.229,0.428,0.731,0.762,1.667,0.949,1.478,2.366,1.536,0.877,2.084,0.894,1.705,0.576,2.076,1.036,1.153,0.811,0.175,0.274,1.455,1.619,1.743,1.902,2.55,2.153,1.206,1.786,0.518,NA,NA,1.245,2.632,1.051,2.074,1.434,1.528,1.485,0.515,2.348,2.143,0.66,0.673,2.418,2.17,1.486,2.029,2.062,1.762,2.451,0.924,0.727,0.855,1.534,1.614,1.456,1.184,1.076,0.903,2.738,0.757,1.301,1.628,NA,2.346,1.175,1.186
2005,0.629,1.323,0.355,0.636,0.925,0.964,0.357,0.294,1.731,0.752,0.365,0.274,1.377,1.049,0.572,1.752,1.357,1.033,1.104,0.973,0.349,0.283,1.843,0.541,0.892,0.856,0.5,0.581,1.641,0.181,2.064,1.885,1.702,1.702,1.469,0.264,0.409,3.668,0.607,0.882,1.301,1.282,1.47,1.377,4.076,1.155,1.687,0.42,0.762,0.465,0.813,0.762,2.238,1.463,0.889,3.216,1.834,1.008,1.93,1.665,0.111,0.778,1.572,2.45,1.528,0.775,0.796,1.975,2.739,1.714,1.552,0.673,0.483,1.483,2.834,2.508,0.838,1.343,1.178,1.408,0.893,1.025,2.392,1.963,0.741,1.099,1.185,1.328,0.52,0.79,1.76,2.045,NA,0.688,0.494,1.131,1.473,0.91,0.571,1.53,0.953,0.818,0.434,1.136,1.585,0.785,0.726,1.821,0.611,0.688,1.131,1.341,0.381,1.207,1.03,0.792,1.779,1.518,1.398,2.248,1.336,1.195,0.787,1.764,1.301,1.882,1.356,2.704,0.543,0.938,2.718,2.764,1.991,1.023,1.091,1.159,1.721,2.354,2.602,1.587,1.628,1.716,1.185,1.441,1.88,1.472,1.515,1.196,1.822,1.533,1.238,2.186,1.392,1.588,2.05,2.649,0.709,1.313,0.883,2.657,1.289,1.716,2.195,1.342,1.008,2.555,1.183,1.318,0.811,2.632,1.706,1.769,0.953,0.211,0.264,1.236,2.195,2.116,2.479,3.031,2.652,1.961,1.853,0.76,NA,NA,1.379,2.517,2.167,2.765,2.153,2.316,1.74,0.63,2.918,2.794,0.734,0.841,3.028,2.13,1.791,1.756,2.232,2.439,2.915,NA,1.148,1.114,1.841,1.684,2.636,1.754,1.318,1.732,NA,0.553,2.496,2.215,NA,2.668,1.649,1.74
