"","ASPEN-GG-17-B","ASPEN-GG-17-A","ASPEN-HH-15-B","ASPEN-HH-7-B","ASPEN-HH-7-A","ASPEN-HH-3-B","ASPEN-HH-1-A","ASPEN-HH-9-B","ASPEN-HH-6-B","ASPEN-HH-3-A","ASPEN-HH-4-B","ASPEN-HH-2-A","ASPEN-HH-1-B","ASPEN-HH-9-A","ASPEN-HH-6-A","ASPEN-HH-2-B","ASPEN-HH-5-A","ASPEN-HH-18-B","ASPEN-HH-4-A","ASPEN-HH-14-B","ASPEN-HH-12-A","ASPEN-HH-20-B","ASPEN-HH-8-A","ASPEN-HH-5-B","ASPEN-HH-8-B","ASPEN-HH-14-A","ASPEN-HH-15-A","ASPEN-HH-17-A","ASPEN-HH-18-A","ASPEN-HH-17-B","ASPEN-HH-19-B","ASPEN-GG-10-A","ASPEN-GG-10-B","ASPEN-GG-9-A","ASPEN-GG-9-B","ASPEN-HH-11-A","ASPEN-GG-8-A","ASPEN-GG-8-B","ASPEN-GG-3-A","ASPEN-HH-12-B","ASPEN-HH-13-B","ASPEN-PP-3-A","ASPEN-PP-3-B","ASPEN-PP-4-A","ASPEN-PP-4-B","ASPEN-PP-5-A","ASPEN-PP-5-B","ASPEN-PP-6-A","ASPEN-PP-6-B","ASPEN-PP-7-A","ASPEN-PP-7-B","ASPEN-GG-1-A","ASPEN-GG-1-B","ASPEN-GG-6-A","ASPEN-HH-11-B","ASPEN-PP-2-A","ASPEN-PP-2-B","ASPEN-GG-2-A","ASPEN-GG-2-B","ASPEN-GG-6-B","ASPEN-HH-20-A","ASPEN-PP-1-A","ASPEN-PP-1-B","ASPEN-GG-3-B","ASPEN-GG-12-B","ASPEN-PP-14-A","ASPEN-GG-11-A","ASPEN-PP-11-A","ASPEN-PP-11-B","ASPEN-PP-16-B","ASPEN-GG-5-A","ASPEN-GG-18-B","ASPEN-GG-20-B","ASPEN-PP-14-B","ASPEN-PP-16-A","ASPEN-PP-18-B","ASPEN-GG-16-B","ASPEN-PP-10-A","ASPEN-PP-10-B","ASPEN-PP-15-A","ASPEN-GG-5-B","ASPEN-GG-11-B","ASPEN-PP-15-B","ASPEN-GG-18-A","ASPEN-PP-8-B","ASPEN-PP-17-A","ASPEN-PP-18-A","ASPEN-GG-13-A","ASPEN-GG-14-A","ASPEN-GG-13-B","ASPEN-GG-12-A","ASPEN-GG-14-B","ASPEN-GG-15-B","ASPEN-HH-19-A","ASPEN-PP-13-B","ASPEN-GG-4-A","ASPEN-GG-4-B","ASPEN-PP-9-A","ASPEN-PP-13-A","ASPEN-GG-16-A","ASPEN-GG-19-A","ASPEN-GG-15-A","ASPEN-PP-12-B","ASPEN-GG-19-B","ASPEN-PP-8-A"
"1949",1.368,0.319,2.223,2.89,2.156,2.743,2.284,2.5,2.027,2.185,2.481,1.872,2.539,1.48,1.786,2.059,3.499,1.565,2.977,0.968,2.075,2.208,1.631,1.922,1.726,2.249,1.629,2.513,1.602,1.441,1.422,2.606,1.904,0.544,2.176,2.102,1.138,1.184,1.386,1.86,3.781,1.724,1.225,1.051,1.248,0.856,1.305,0.446,0.547,0.759,0.784,2.473,1.149,2.536,1.306,0.776,1.05,3.048,2.856,2.845,1.752,2.021,1.196,1.004,1.389,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",1.781,0.275,1.174,3.312,2.119,2.219,2.658,2.246,2.632,2.06,2.502,2.209,2.934,1.938,2.678,2.339,2.081,2.221,3.095,1.838,1.947,1.748,1.749,2.098,1.886,2.103,2.435,2.264,1.556,2.533,0.524,2.445,2.371,1.466,2.534,1.37,1.617,1.361,1.506,1.885,2.486,1.158,1.4,1.182,1.014,1.091,1.345,0.767,0.551,1.143,1.078,1.471,2.63,2.159,1.955,1.089,0.701,1.812,1.085,1.995,2.062,2.761,1.942,1.897,0.905,1.278,1.667,1.958,1.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",2.13,1.518,1.715,2.371,0.883,1.417,1.676,1.382,1.456,1.475,1.467,1.649,1.692,1.041,1.55,1.072,1.327,1.754,2.093,1.218,2.579,2.332,1.01,0.98,1.262,1.73,2.058,3.347,1.316,2.284,1.29,1.285,2.346,1.35,2.618,2.646,1.425,1.122,1.155,1.632,2.392,1.846,1.652,1.651,1.601,1.669,1.371,1.097,1.231,1.699,1.781,0.837,3.804,1.398,0.766,2.03,0.873,1.32,0.257,1.321,1.793,2.341,1.778,1.515,1.333,2.915,1.227,2.155,2.191,2.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",1.231,1.956,2.351,3.498,1.596,2.518,2.464,2.453,2.361,1.768,3.034,1.923,2.508,2.097,2.329,1.889,2.115,1.271,2.317,1.498,0.001,2.128,1.584,1.762,2.148,2.396,1.485,2.108,2.158,2.835,1.544,1.465,1.489,1.421,2.292,2.749,1.565,1.173,1.208,2.321,2.537,2.103,1.756,2.362,1.789,2.038,1.057,1.782,1.835,1.897,1.989,0.909,1.544,3.236,0.975,2.036,1.399,0.365,0.247,1.824,3.571,2.362,2.18,1.812,1.311,3.161,0.824,2.619,2.67,2.202,0.365,1.184,1.861,2.462,1.938,2.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",1.323,2.397,1.667,2.844,1.913,2.441,2.228,2.097,2.031,2.007,2.42,1.679,1.877,2.024,1.686,1.171,1.915,2.274,2.593,1.073,2.622,2.181,1.546,1.46,1.853,2.723,1.41,1.588,0.776,2.179,1.325,1.328,1.265,1.011,1.093,1.544,1.041,0.765,0.959,2.455,2.389,2.127,2.075,2.731,1.941,2.771,1.532,2.402,2.55,2.207,2.643,1.126,1.846,0.798,2.114,2.242,2.192,0.424,0.575,0.818,2.065,2.702,4.012,1.271,1.985,1.716,0.97,3.162,3.159,0.299,0.595,1.347,1.676,3.094,1.989,2.744,1.873,2.356,2.184,1.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",1.214,2.702,1.675,1.9,1.197,1.413,1.865,1.528,1.245,1.401,1.767,1.399,1.408,1.357,0.963,1.201,1.501,1.056,1.905,1.469,1.587,1.274,1.059,1.293,1.377,1.668,1.757,2.649,2.134,1.904,1.54,1.7,2.01,1.272,1.257,1.72,1.393,1.105,1.308,1.54,0.943,2.725,2.062,2.725,2.389,2.652,1.929,2.411,2.039,2.42,2.411,1.016,1.465,0.842,1.717,2.445,2.162,0.425,1.011,0.789,2.642,2.004,2.662,1.284,1.552,1.783,1.176,2.944,2.903,2.711,1.057,0.683,1.59,3.538,3.198,1.236,1.762,2.707,2.119,1.608,1.62,1.502,1.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",1.047,2.781,1.632,1.815,1.205,1.612,2.484,1.827,1.555,1.195,1.888,1.232,1.608,1.6,1.69,1.097,1.596,1.604,1.839,1.218,1.686,1.656,0.966,1.257,1.275,2.308,1.534,2.413,0.886,2.56,1.639,1.929,2.028,1.272,1.235,1.946,1.498,1.232,1.53,1.613,2.178,1.853,1.609,1.97,2.036,1.932,1.258,1.476,1.372,1.736,1.533,1.3,2.127,0.916,2.505,1.802,1.625,2.413,1.134,0.654,2.826,1.574,2.022,1.195,2.073,2.698,1.623,1.492,1.519,1.591,1.862,1.349,1.64,1.591,1.654,1.379,2.68,1.544,2.445,2.746,1.877,2.159,1.629,0.908,1.74,1.79,1.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956",0.274,3.237,1.661,2.478,1.408,2.16,3.181,1.794,1.837,1.6,2.424,1.472,2.039,1.855,1.883,1.632,1.995,2.221,2.906,1.652,1.719,2.12,1.325,1.891,1.759,3.164,1.605,1.531,1.24,2.691,0.839,2.328,2.261,2.042,1.196,1.9,1.875,1.56,1.994,2.031,2.1,1.586,1.358,1.477,1.739,1.43,0.782,1.049,0.834,1.736,1.304,1.658,2.726,1.331,1.747,1.355,1.126,1.839,0.75,1.555,1.799,1.397,2.374,2.558,2.52,0.408,1.882,1.24,1.267,1.67,1.674,1.794,1.171,1.783,1.433,2.003,2.432,2.019,1.443,3.646,2.42,2.257,2.882,1.78,1.59,1.578,1.762,2.57,1.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",1.168,3.259,1.696,3.171,1.189,1.886,2.994,2.149,1.785,1.949,2.582,1.434,2.081,1.449,1.742,1.121,2.076,1.51,2.95,1.423,1.613,1.654,1.27,1.181,1.577,2.615,2.088,1.355,1.579,1.387,0.985,1.748,2.013,1.489,0.974,1.766,1.412,1.123,1.675,1.89,2.371,2.407,2.169,2.204,2.241,2.055,1.364,1.786,1.617,2.15,1.878,1.431,2.188,1.006,1.433,1.807,1.925,1.437,2.036,1.183,1.89,2.054,1.698,1.985,2.223,2.401,1.978,2.545,2.53,2.803,2.054,1.291,1.604,2.375,2.982,1.42,2.069,2.938,1.728,2.594,2.768,2.019,2.434,1.522,1.952,2.697,2.299,2.833,1.426,1.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",1.194,2.693,1.45,2.862,2.105,1.775,3.037,2.249,2.114,1.962,2.489,1.833,2.319,1.79,1.981,1.653,1.78,0.917,2.721,1.66,1.704,1.754,1.538,1.507,1.791,2.219,2.076,1.635,1.269,1.62,1.05,1.851,1.983,1.437,1.015,1.554,1.397,1.092,1.656,2.268,1.944,2.293,1.37,2.084,2.536,1.777,0.997,1.403,1.315,1.453,1.297,1.449,1.794,0.985,2.352,1.678,1.866,1.792,1.496,1.09,0.225,2.399,1.822,1.644,2.211,0.633,1.55,2.124,2.108,3.054,2.56,1.182,1.977,2.275,2.781,1.008,1.184,2.92,2.546,0.687,2.666,1.4,0.782,0.933,1.384,1.813,1.669,2.179,1.554,1.468,2.686,2.126,3.09,2.463,3.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959",0.853,1.637,1.67,1.852,1.284,1.177,2.009,1.34,1.201,1.257,1.451,0.924,1.64,1.216,1.329,1.514,0.782,1.226,1.844,1.534,1.535,1.563,0.818,0.805,0.866,2.006,1.61,1.502,1.656,1.819,1.472,0.775,2.015,0.447,0.689,1.187,0.657,0.458,0.741,1.13,1.313,1.414,1.688,1.775,1.857,1.201,0.715,1.035,0.987,0.809,0.853,0.383,0.624,0.729,2.52,1.676,1.311,0.99,0.59,0.495,2.087,1.685,1.5,0.627,0.956,0.781,0.897,1.814,1.867,2.231,1.058,0.486,1.62,1.42,2.252,0.533,2.036,2.172,2.734,1.173,1.086,0.819,1.275,0.951,1.396,1.984,1.031,2.395,1.162,1.869,0.931,1.893,2.144,1.084,3.179,0.755,0.856,4.061,1.316,NA,NA,NA,NA,NA,NA
"1960",1.354,1.632,1.623,2.315,1.097,1.258,1.748,1.255,0.998,1.308,1.706,1.057,1.497,1.103,1.169,1.37,1.14,1.1,2.004,1.475,1.666,1.631,0.82,0.789,0.72,2.377,1.201,1.223,1.113,1.405,2.035,2.233,2.762,0.734,1.256,0.814,1.147,1.049,1.343,1.078,1.958,1.024,0.917,0.983,1.241,0.87,0.527,0.726,0.596,0.511,0.625,1.074,1.074,0.744,1.115,0.975,0.799,1.02,1.153,0.75,1.676,0.802,0.629,1.098,1.729,1.063,1.661,0.923,0.882,1.894,1.289,0.918,1.25,1.148,1.838,1.276,2.118,1.408,1.98,1.503,2.034,0.97,1.081,1.086,1.015,1.122,0.59,1.874,2.396,1.632,1.389,2.461,1.895,1.214,2.228,1.918,1.774,1.905,1.677,NA,NA,NA,NA,NA,NA
"1961",1.266,1.587,1.657,2.213,1.038,1.231,2.074,1.344,1.36,1.412,1.947,1.176,1.575,1.125,1.257,1.454,1.247,1.456,1.949,0.634,1.667,1.58,0.964,0.662,1.208,1.59,1.356,1.231,1.509,1.528,1.165,2.442,3.109,1.179,1.256,1.362,1.329,1.145,1.458,1.149,1.802,1.446,1.21,1.758,1.858,1.313,0.822,0.595,0.714,0.938,1.047,1.652,2.171,1.435,1.449,1.179,1.236,1.45,1.182,1.132,2.181,1.029,0.602,1.626,1.747,2.216,1.55,2.401,2.369,2.935,1.667,1.514,1.486,1.896,2.151,1.634,2.516,2.157,1.675,2.356,2.119,1.391,2.467,0.969,1.66,2.225,1.344,1.543,2.485,2.243,1.7,2.311,1.648,1.385,3.189,1.739,1.634,1.752,2.351,2.28,NA,NA,NA,NA,NA
"1962",1.086,1.064,1.61,2.73,1.744,1.603,1.972,1.621,1.247,1.727,2.46,0.765,1.512,1.394,1.241,1.073,1.377,1.632,2.689,1.015,1.634,1.955,0.751,0.896,0.801,2.172,1.388,1.422,1.246,1.348,0.805,1.455,1.959,0.629,0.963,1.534,0.944,0.862,1.108,1.126,1.226,1.693,1.449,1.729,1.676,1.555,1.212,0.877,0.932,1.161,1.477,2.056,2.13,1.243,1.231,1.476,1.318,1.203,0.95,0.846,1.899,1.319,0.915,1.363,1.823,2.181,1.529,1.634,1.623,2.621,1.17,1.419,1.362,1.835,1.876,3.118,1.122,1.859,2.584,2.312,1.383,1.466,2.443,1.581,1.572,1.999,1.726,1.72,2.245,2.024,2.038,2.21,2.326,1.254,3.064,1.505,1.019,2.617,2.571,2.557,3.876,NA,NA,NA,NA
"1963",0.885,1.409,1.371,2.621,1.664,1.752,2.336,1.868,1.239,1.892,2.851,1.1,1.473,1.594,1.241,1.317,1.749,1.121,2.54,0.824,1.732,1.439,1.103,0.867,1.15,1.984,1.866,1.303,1.691,1.902,1.415,2.251,2.239,0.781,0.937,0.934,0.693,0.806,1.012,1.696,1.517,1.081,1.165,1.503,1.201,1.645,0.774,0.748,0.55,0.69,0.942,2.177,1.911,1.897,1.597,1.207,1.11,1.295,0.939,1.216,2.252,1.382,0.783,1.66,2.191,2.65,1.968,2.038,2.006,3.444,1.729,1.271,1.263,2.504,2.52,2.411,0.951,2.031,1.58,2.974,1.557,1.901,4.033,1.707,1.41,2.551,2.947,1.15,2.659,0.947,1.97,2.8,3.076,1.558,3.873,2.187,1.767,1.381,3.086,2.716,2.623,NA,NA,NA,NA
"1964",0.73,1.328,1.357,2.411,1.244,1.501,1.951,1.642,0.852,1.436,2.224,0.841,1.449,1.195,0.899,0.699,1.197,1.308,1.798,0.833,1.267,1.269,0.883,0.918,0.749,0.758,1.769,1.674,1.819,0.957,1.363,1.096,1.98,1.065,1.364,1.096,1.066,0.957,1.268,0.972,2.162,1.327,1.26,0.727,1.209,1.055,1.041,0.868,0.869,0.735,0.98,1.812,1.305,1.703,1.68,1.321,1.11,0.97,0.377,1.114,2.472,1.304,0.916,1.854,1.564,2.209,1.567,1.766,1.791,2.625,2.014,1.4,1.076,1.92,1.529,2.084,0.965,2.185,1.574,2.519,1.135,1.941,2.666,1.349,1.554,2.097,2.49,1.174,2.653,1.965,1.566,2.782,3.352,1.878,3.734,2.246,2.104,1.904,3.555,2.039,2.074,1.502,0.998,NA,NA
